,date,site,transect,segment,plant,total_flowers,notes
2217,7/29/20,Virginia Basin,T3,1,Potentilla pulcherrima,12,
2218,7/29/20,Virginia Basin,T3,1,Vicia americana,2,
2219,7/31/20,Ohio Pass High,T1,1,Erigeron speciosus,6,
2220,7/31/20,Ohio Pass High,T1,1,Potentilla pulcherrima,2,
2221,7/31/20,Ohio Pass High,T1,1,Agoseris glauca,1,
2222,7/31/20,Ohio Pass High,T1,1,Castilleja sulphurea,10,
2223,7/31/20,Ohio Pass High,T1,2,Erigeron speciosus,70,
2224,7/31/20,Ohio Pass High,T1,2,Helianthella quinquenervis,3,
2225,7/31/20,Ohio Pass High,T1,2,Castilleja sulphurea,6,
2226,7/31/20,Ohio Pass High,T1,2,Vicia americana,6,
2227,7/31/20,Ohio Pass High,T1,3,Heliomeris multiflora,12,
2228,7/31/20,Ohio Pass High,T1,3,Vicia americana,21,
2229,7/31/20,Ohio Pass High,T1,3,Polygonum douglasii,4,
2230,7/31/20,Ohio Pass High,T1,3,Erigeron speciosus,23,
2231,7/31/20,Ohio Pass High,T1,3,Potentilla pulcherrima,7,
2232,7/31/20,Ohio Pass High,T1,3,Eucephalus engelmannii,4,
2233,7/31/20,Ohio Pass High,T1,4,Eucephalus engelmannii,6,
2234,7/31/20,Ohio Pass High,T1,4,Heliomeris multiflora,5,
2235,7/31/20,Ohio Pass High,T1,4,Polygonum douglasii,3,
2236,7/31/20,Ohio Pass High,T1,4,Lathyrus leucanthus,1,
2237,7/31/20,Ohio Pass High,T1,4,Erigeron speciosus,19,
2238,7/31/20,Ohio Pass High,T1,5,Erigeron speciosus,30,
2239,7/31/20,Ohio Pass High,T1,5,Heliomeris multiflora,4,
2240,7/31/20,Ohio Pass High,T1,5,Helianthella quinquenervis,1,
2241,7/31/20,Ohio Pass High,T1,5,Polygonum douglasii,9,
2242,7/31/20,Ohio Pass High,T1,5,Castilleja sulphurea,36,
2243,7/31/20,Ohio Pass High,T1,5,Potentilla pulcherrima,2,
2244,7/31/20,Ohio Pass High,T2,5,Heliomeris multiflora,4,
2245,7/31/20,Ohio Pass High,T2,5,Erigeron speciosus,15,
2246,7/31/20,Ohio Pass High,T2,4,Eucephalus engelmannii,5,
2247,7/31/20,Ohio Pass High,T2,4,Castilleja sulphurea,25,
2248,7/31/20,Ohio Pass High,T2,4,Polygonum douglasii,5,
2249,7/31/20,Ohio Pass High,T2,4,Erigeron speciosus,1,
2250,7/31/20,Ohio Pass High,T2,4,Heliomeris multiflora,2,
2251,7/31/20,Ohio Pass High,T2,3,Heliomeris multiflora,2,
2252,7/31/20,Ohio Pass High,T2,3,Erigeron speciosus,18,
2253,7/31/20,Ohio Pass High,T2,3,Potentilla pulcherrima,4,
2254,7/31/20,Ohio Pass High,T2,3,Erigeron elatior,1,
2255,7/31/20,Ohio Pass High,T2,2,Helianthella quinquenervis,1,
2256,7/31/20,Ohio Pass High,T2,2,Castilleja sulphurea,1,
2257,7/31/20,Ohio Pass High,T2,1,Erigeron speciosus,8,
2258,7/31/20,Ohio Pass High,T2,1,Castilleja sulphurea,1,
2259,7/31/20,Ohio Pass High,T3,1,Erigeron speciosus,44,
2260,7/31/20,Ohio Pass High,T3,2,Erigeron speciosus,7,
2261,7/31/20,Ohio Pass High,T3,2,Polygonum douglasii,1,
2262,7/31/20,Ohio Pass High,T3,2,Eucephalus engelmannii,7,
2263,7/31/20,Ohio Pass High,T3,3,Agoseris glauca,1,
2264,7/31/20,Ohio Pass High,T3,3,Eucephalus engelmannii,5,
2265,7/31/20,Ohio Pass High,T3,3,Ligusticum porteri,2,
2266,7/31/20,Ohio Pass High,T3,3,Heliomeris multiflora,3,
2267,7/31/20,Ohio Pass High,T3,3,Vicia americana,2,
2268,7/31/20,Ohio Pass High,T3,4,Erigeron speciosus,33,
2269,7/31/20,Ohio Pass High,T3,4,Heliomeris multiflora,1,
2270,7/31/20,Ohio Pass High,T3,4,Eucephalus engelmannii,1,
2271,7/31/20,Ohio Pass High,T3,4,Potentilla pulcherrima,1,
2272,7/31/20,Ohio Pass High,T3,5,Erigeron speciosus,42,
2273,7/31/20,Ohio Pass High,T3,5,Castilleja sulphurea,5,
2274,7/31/20,Ohio Pass High,T3,5,Heliomeris multiflora,5,
2275,7/31/20,Ohio Pass High,T3,5,Polygonum douglasii,1,
2276,6/25/21,Pfeiler,T1,1,Lathyrus leucanthus,46,
2277,6/25/21,Pfeiler,T1,1,Potentilla pulcherrima,7,
2278,6/25/21,Pfeiler,T1,1,Delphinium nuttallianum,7,
2279,6/25/21,Pfeiler,T1,1,Hymenoxys hoopesii,1,
2280,6/25/21,Pfeiler,T1,2,Linum lewisii,1,
2281,6/25/21,Pfeiler,T1,2,Lathyrus leucanthus,56,
2282,6/25/21,Pfeiler,T1,2,Delphinium nuttallianum,3,
2283,6/25/21,Pfeiler,T1,2,Potentilla pulcherrima,5,
2284,6/25/21,Pfeiler,T1,3,Lathyrus leucanthus,15,
2285,6/25/21,Pfeiler,T1,3,Potentilla pulcherrima,11,
2286,6/25/21,Pfeiler,T1,4,Potentilla pulcherrima,7,
2287,6/25/21,Pfeiler,T1,4,Ligusticum porteri,1,
2288,6/25/21,Pfeiler,T1,4,Lathyrus leucanthus,5,
2289,6/25/21,Pfeiler,T1,5,Lathyrus leucanthus,10,
2290,6/25/21,Pfeiler,T2,5,Potentilla pulcherrima,5,
2291,6/25/21,Pfeiler,T2,5,Linum lewisii,2,
2292,6/25/21,Pfeiler,T2,4,Linum lewisii,3,
2293,6/25/21,Pfeiler,T2,4,Castilleja sulphurea,13,
2294,6/25/21,Pfeiler,T2,4,Lathyrus leucanthus,5,
2295,6/25/21,Pfeiler,T2,4,Ligusticum porteri,3,
2296,6/25/21,Pfeiler,T2,4,Potentilla pulcherrima,1,
2297,6/25/21,Pfeiler,T2,3,Castilleja sulphurea,1,
2298,6/25/21,Pfeiler,T2,3,Lathyrus leucanthus,27,
2299,6/25/21,Pfeiler,T2,3,Potentilla pulcherrima,17,
2300,6/25/21,Pfeiler,T2,3,Linum lewisii,1,
2301,6/25/21,Pfeiler,T2,3,Ligusticum porteri,5,
2302,6/25/21,Pfeiler,T2,2,Potentilla pulcherrima,3,
2303,6/25/21,Pfeiler,T2,2,Ligusticum porteri,2,
2304,6/25/21,Pfeiler,T2,2,Lathyrus leucanthus,4,
2305,6/25/21,Pfeiler,T2,2,Thalictrum fendleri,7,
2306,6/25/21,Pfeiler,T2,1,Lathyrus leucanthus,30,
2307,6/25/21,Pfeiler,T2,1,Potentilla pulcherrima,7,
2308,6/25/21,Pfeiler,T2,1,Delphinium nuttallianum,6,
2309,6/25/21,Pfeiler,T2,1,Linum lewisii,2,
2310,6/25/21,Pfeiler,T3,1,Delphinium nuttallianum,2,
2311,6/25/21,Pfeiler,T3,1,Potentilla pulcherrima,3,
2312,6/25/21,Pfeiler,T3,1,Ligusticum porteri,3,
2313,6/25/21,Pfeiler,T3,1,Lathyrus leucanthus,9,
2314,6/25/21,Pfeiler,T3,2,Lathyrus leucanthus,5,
2315,6/25/21,Pfeiler,T3,2,Potentilla pulcherrima,11,
2316,6/25/21,Pfeiler,T3,2,Hymenoxys hoopesii,1,
2317,6/25/21,Pfeiler,T3,3,Potentilla pulcherrima,21,
2318,6/25/21,Pfeiler,T3,3,Ligusticum porteri,2,
2319,6/25/21,Pfeiler,T3,3,Lathyrus leucanthus,29,
2320,6/25/21,Pfeiler,T3,3,Linum lewisii,1,
2321,6/25/21,Pfeiler,T3,4,Lathyrus leucanthus,34,
2322,6/25/21,Pfeiler,T3,4,Potentilla pulcherrima,18,
2323,6/25/21,Pfeiler,T3,4,Linum lewisii,10,
2324,6/25/21,Pfeiler,T3,5,Linum lewisii,9,
2325,6/25/21,Pfeiler,T3,5,Lathyrus leucanthus,10,
2326,6/28/21,Ohio Pass High,T1,1,Delphinium nuttallianum,66,
2327,6/28/21,Ohio Pass High,T1,1,Mertensia fusiformis,1,
2328,6/28/21,Ohio Pass High,T1,1,Boechera stricta,3,
2329,6/28/21,Ohio Pass High,T1,1,Castilleja sulphurea,1,
2330,6/28/21,Ohio Pass High,T1,2,Delphinium nuttallianum,67,
2331,6/28/21,Ohio Pass High,T1,2,Mertensia fusiformis,2,
2332,6/28/21,Ohio Pass High,T1,2,Ranunculus inamoenus,3,
2333,6/28/21,Ohio Pass High,T1,2,Lathyrus leucanthus,21,
2334,6/28/21,Ohio Pass High,T1,2,Androsace septentrionalis,2,
2335,6/28/21,Ohio Pass High,T1,2,Castilleja sulphurea,2,
2336,6/28/21,Ohio Pass High,T1,3,Delphinium nuttallianum,32,
2337,6/28/21,Ohio Pass High,T1,3,Lathyrus leucanthus,4,
2338,6/28/21,Ohio Pass High,T1,4,Delphinium nuttallianum,5,
2339,6/28/21,Ohio Pass High,T1,4,Lathyrus leucanthus,107,
2340,6/28/21,Ohio Pass High,T1,4,Osmorhiza occidentalis,1,
2341,6/28/21,Ohio Pass High,T1,4,Boechera stricta,1,
2342,6/28/21,Ohio Pass High,T1,5,Delphinium nuttallianum,3,
2343,6/28/21,Ohio Pass High,T1,5,Lathyrus leucanthus,13,
2344,6/28/21,Ohio Pass High,T1,5,Ligusticum porteri,1,
2345,6/28/21,Ohio Pass High,T2,5,Lathyrus leucanthus,15,
2346,6/28/21,Ohio Pass High,T2,5,Boechera stricta,4,
2347,6/28/21,Ohio Pass High,T2,5,Delphinium nuttallianum,7,
2348,6/28/21,Ohio Pass High,T2,4,Delphinium nuttallianum,52,
2349,6/28/21,Ohio Pass High,T2,4,Ligusticum porteri,1,
2350,6/28/21,Ohio Pass High,T2,4,Lathyrus leucanthus,8,
2351,6/28/21,Ohio Pass High,T2,3,Delphinium nuttallianum,59,
2352,6/28/21,Ohio Pass High,T2,3,Lathyrus leucanthus,49,
2353,6/28/21,Ohio Pass High,T2,3,Potentilla pulcherrima,2,
2354,6/28/21,Ohio Pass High,T2,2,Delphinium nuttallianum,31,
2355,6/28/21,Ohio Pass High,T2,2,Lathyrus leucanthus,36,
2356,6/28/21,Ohio Pass High,T2,1,Delphinium nuttallianum,47,
2357,6/28/21,Ohio Pass High,T2,1,Lathyrus leucanthus,13,
2358,6/28/21,Ohio Pass High,T3,1,Boechera stricta,2,
2359,6/28/21,Ohio Pass High,T3,1,Lathyrus leucanthus,31,
2360,6/28/21,Ohio Pass High,T3,1,Delphinium nuttallianum,45,
2361,6/28/21,Ohio Pass High,T3,1,Ligusticum porteri,1,
2362,6/28/21,Ohio Pass High,T3,2,Delphinium nuttallianum,40,
2363,6/28/21,Ohio Pass High,T3,2,Boechera stricta,5,
2364,6/28/21,Ohio Pass High,T3,3,Delphinium nuttallianum,7,
2365,6/28/21,Ohio Pass High,T3,3,Lathyrus leucanthus,24,
2366,6/28/21,Ohio Pass High,T3,4,Delphinium nuttallianum,3,
2367,6/28/21,Ohio Pass High,T3,4,Lathyrus leucanthus,21,
2368,6/28/21,Ohio Pass High,T3,5,Delphinium nuttallianum,11,
2369,6/28/21,Ohio Pass High,T3,5,Lathyrus leucanthus,20,
2370,6/28/21,Ohio Pass High,T3,5,Castilleja sulphurea,4,
2371,6/28/21,Virginia Basin,T2,1,Potentilla pulcherrima,4,
2372,6/28/21,Virginia Basin,T2,1,Pseudocymopterus montanus,4,
2373,6/28/21,Virginia Basin,T2,1,Draba aurea,25,
2374,6/28/21,Virginia Basin,T2,1,Lathyrus leucanthus,34,
2375,6/28/21,Virginia Basin,T2,1,Geranium richardsonii,1,
2376,6/28/21,Virginia Basin,T2,1,Fragaria virginiana,3,
2377,6/28/21,Virginia Basin,T2,2,Lathyrus leucanthus,9,
2378,6/28/21,Virginia Basin,T2,2,Fragaria virginiana,4,
2379,6/28/21,Virginia Basin,T2,2,Senecio crassulus,2,
2380,6/28/21,Virginia Basin,T2,3,Lathyrus leucanthus,28,
2381,6/28/21,Virginia Basin,T2,3,Potentilla pulcherrima,2,
2382,6/28/21,Virginia Basin,T2,3,Fragaria virginiana,1,
2383,6/28/21,Virginia Basin,T2,4,Lathyrus leucanthus,6,
2384,6/28/21,Virginia Basin,T2,4,Pseudocymopterus montanus,5,
2385,6/28/21,Virginia Basin,T2,5,Lathyrus leucanthus,9,
2386,6/28/21,Virginia Basin,T2,5,Draba aurea,4,
2387,6/28/21,Virginia Basin,T2,5,Fragaria virginiana,2,
2388,6/28/21,Virginia Basin,T1,1,Lathyrus leucanthus,28,
2389,6/28/21,Virginia Basin,T1,1,Draba aurea,5,
2390,6/28/21,Virginia Basin,T1,1,Fragaria virginiana,2,
2391,6/28/21,Virginia Basin,T1,1,Castilleja sulphurea,4,
2392,6/28/21,Virginia Basin,T1,2,Fragaria virginiana,4,
2393,6/28/21,Virginia Basin,T1,2,Potentilla pulcherrima,5,
2394,6/28/21,Virginia Basin,T1,2,Lathyrus leucanthus,19,
2395,6/28/21,Virginia Basin,T1,2,Draba aurea,1,
2396,6/28/21,Virginia Basin,T1,3,Fragaria virginiana,9,
2397,6/28/21,Virginia Basin,T1,3,Pseudocymopterus montanus,2,
2398,6/28/21,Virginia Basin,T1,3,Draba aurea,4,
2399,6/28/21,Virginia Basin,T1,3,Lathyrus leucanthus,17,
2400,6/28/21,Virginia Basin,T1,3,Boechera stricta,2,
2401,6/28/21,Virginia Basin,T1,3,Linum lewisii,2,
2402,6/28/21,Virginia Basin,T1,4,Draba aurea,21,
2403,6/28/21,Virginia Basin,T1,4,Fragaria virginiana,6,
2404,6/28/21,Virginia Basin,T1,4,Lathyrus leucanthus,3,
2405,6/28/21,Virginia Basin,T1,5,Linum lewisii,4,
2406,6/28/21,Virginia Basin,T1,5,Fragaria virginiana,4,
2407,6/28/21,Virginia Basin,T1,5,Pseudocymopterus montanus,3,
2408,6/28/21,Virginia Basin,T1,5,Boechera stricta,4,
2409,6/28/21,Virginia Basin,T3,5,Fragaria virginiana,1,
2410,6/28/21,Virginia Basin,T3,5,Draba aurea,4,
2411,6/28/21,Virginia Basin,T3,4,Boechera stricta,3,
2412,6/28/21,Virginia Basin,T3,4,Fragaria virginiana,4,
2413,6/28/21,Virginia Basin,T3,4,Draba aurea,4,
2414,6/28/21,Virginia Basin,T3,3,Fragaria virginiana,5,
2415,6/28/21,Virginia Basin,T3,3,Ribes montigenum,21,
2416,6/28/21,Virginia Basin,T3,2,Draba aurea,51,
2417,6/28/21,Virginia Basin,T3,2,Ribes montigenum,18,
2418,6/28/21,Virginia Basin,T3,2,Fragaria virginiana,2,
2419,6/28/21,Virginia Basin,T3,1,Draba aurea,14,
2420,6/28/21,Virginia Basin,T3,1,Boechera stricta,2,
2421,6/28/21,Virginia Basin,T3,1,Fragaria virginiana,12,
2422,6/28/21,Virginia Basin,T3,1,Lonicera involucrata,4,
2423,7/2/21,Pfeiler,T1,1,Ipomopsis aggregata,5,
2424,7/2/21,Pfeiler,T1,1,Senecio crassulus,7,
2425,7/2/21,Pfeiler,T1,1,Lathyrus leucanthus,9,
2426,7/2/21,Pfeiler,T1,1,Potentilla pulcherrima,5,
2427,7/2/21,Pfeiler,T1,1,Delphinium nuttallianum,1,
2428,7/2/21,Pfeiler,T1,2,Hymenoxys hoopesii,2,
2429,7/2/21,Pfeiler,T1,2,Potentilla pulcherrima,8,
2430,7/2/21,Pfeiler,T1,2,Senecio crassulus,4,
2431,7/2/21,Pfeiler,T1,2,Lathyrus leucanthus,32,
2432,7/2/21,Pfeiler,T1,2,Linum lewisii,10,
2433,7/2/21,Pfeiler,T1,3,Hymenoxys hoopesii,1,
2434,7/2/21,Pfeiler,T1,3,Lathyrus leucanthus,16,
2435,7/2/21,Pfeiler,T1,3,Senecio crassulus,7,
2436,7/2/21,Pfeiler,T1,4,Potentilla pulcherrima,7,
2437,7/2/21,Pfeiler,T1,4,Ligusticum porteri,4,
2438,7/2/21,Pfeiler,T1,4,Senecio crassulus,1,
2439,7/2/21,Pfeiler,T1,4,Lathyrus leucanthus,5,
2440,7/2/21,Pfeiler,T1,4,Hymenoxys hoopesii,2,
2441,7/2/21,Pfeiler,T1,5,Lathyrus leucanthus,3,
2442,7/2/21,Pfeiler,T2,5,Senecio crassulus,4,
2443,7/2/21,Pfeiler,T2,5,Linum lewisii,3,
2444,7/2/21,Pfeiler,T2,5,Potentilla pulcherrima,9,
2445,7/2/21,Pfeiler,T2,5,Castilleja sulphurea,3,
2446,7/2/21,Pfeiler,T2,5,Ligusticum porteri,3,
2447,7/2/21,Pfeiler,T2,4,Linum lewisii,6,
2448,7/2/21,Pfeiler,T2,4,Ligusticum porteri,7,
2449,7/2/21,Pfeiler,T2,4,Castilleja sulphurea,6,
2450,7/2/21,Pfeiler,T2,4,Lathyrus leucanthus,8,
2451,7/2/21,Pfeiler,T2,3,Hymenoxys hoopesii,1,
2452,7/2/21,Pfeiler,T2,3,Lathyrus leucanthus,30,
2453,7/2/21,Pfeiler,T2,3,Senecio crassulus,7,
2454,7/2/21,Pfeiler,T2,3,Ligusticum porteri,12,
2455,7/2/21,Pfeiler,T2,3,Linum lewisii,7,
2456,7/2/21,Pfeiler,T2,3,Potentilla pulcherrima,2,
2457,7/2/21,Pfeiler,T2,2,Senecio crassulus,1,
2458,7/2/21,Pfeiler,T2,2,Linum lewisii,11,
2459,7/2/21,Pfeiler,T2,2,Ligusticum porteri,4,
2460,7/2/21,Pfeiler,T2,2,Potentilla pulcherrima,2,
2461,7/2/21,Pfeiler,T2,2,Thalictrum fendleri,9,
2462,7/2/21,Pfeiler,T2,2,Lathyrus leucanthus,5,
2463,7/2/21,Pfeiler,T2,1,Linum lewisii,5,
2464,7/2/21,Pfeiler,T2,1,Ligusticum porteri,2,
2465,7/2/21,Pfeiler,T2,1,Lathyrus leucanthus,10,
2466,7/2/21,Pfeiler,T2,1,Potentilla pulcherrima,4,
2467,7/2/21,Pfeiler,T2,1,Senecio crassulus,1,
2468,7/2/21,Pfeiler,T2,1,Delphinium nuttallianum,1,
2469,7/2/21,Pfeiler,T3,1,Ligusticum porteri,5,
2470,7/2/21,Pfeiler,T3,1,Potentilla pulcherrima,10,
2471,7/2/21,Pfeiler,T3,1,Senecio crassulus,3,
2472,7/2/21,Pfeiler,T3,2,Hymenoxys hoopesii,2,
2473,7/2/21,Pfeiler,T3,2,Lathyrus leucanthus,7,
2474,7/2/21,Pfeiler,T3,2,Ligusticum porteri,6,
2475,7/2/21,Pfeiler,T3,2,Potentilla pulcherrima,2,
2476,7/2/21,Pfeiler,T3,2,Senecio crassulus,2,
2477,7/2/21,Pfeiler,T3,3,Ligusticum porteri,6,
2478,7/2/21,Pfeiler,T3,3,Potentilla pulcherrima,1,
2479,7/2/21,Pfeiler,T3,3,Lathyrus leucanthus,29,
2480,7/2/21,Pfeiler,T3,3,Senecio crassulus,5,
2481,7/2/21,Pfeiler,T3,4,Potentilla pulcherrima,7,
2482,7/2/21,Pfeiler,T3,4,Hymenoxys hoopesii,2,
2483,7/2/21,Pfeiler,T3,4,Linum lewisii,6,
2484,7/2/21,Pfeiler,T3,4,Senecio crassulus,8,
2485,7/2/21,Pfeiler,T3,4,Lathyrus leucanthus,28,
2486,7/2/21,Pfeiler,T3,5,Ligusticum porteri,2,
2487,7/2/21,Pfeiler,T3,5,Linum lewisii,21,
2488,7/2/21,Pfeiler,T3,5,Lathyrus leucanthus,5,
2489,7/2/21,Pfeiler,T3,5,Senecio crassulus,19,
2490,7/2/21,Virginia Basin,T3,5,Draba aurea,8,
2491,7/2/21,Virginia Basin,T3,5,Fragaria virginiana,2,
2492,7/2/21,Virginia Basin,T3,4,Draba aurea,6,
2493,7/2/21,Virginia Basin,T3,4,Potentilla pulcherrima,1,
2494,7/2/21,Virginia Basin,T3,4,Fragaria virginiana,3,
2495,7/2/21,Virginia Basin,T3,3,Draba aurea,3,
2496,7/2/21,Virginia Basin,T3,3,Fragaria virginiana,3,
2497,7/2/21,Virginia Basin,T3,2,Draba aurea,53,
2498,7/2/21,Virginia Basin,T3,2,Achillea millefolium,1,
2499,7/2/21,Virginia Basin,T3,2,Fragaria virginiana,6,
2500,7/2/21,Virginia Basin,T3,2,Potentilla pulcherrima,2,
2501,7/2/21,Virginia Basin,T3,1,Draba aurea,3,
2502,7/2/21,Virginia Basin,T3,1,Achillea millefolium,2,
2503,7/2/21,Virginia Basin,T3,1,Fragaria virginiana,6,
2504,7/2/21,Virginia Basin,T3,1,Boechera stricta,1,
2505,7/2/21,Virginia Basin,T3,1,Lonicera involucrata,4,
2506,7/2/21,Virginia Basin,T2,1,Pseudocymopterus montanus,3,
2507,7/2/21,Virginia Basin,T2,1,Potentilla pulcherrima,19,
2508,7/2/21,Virginia Basin,T2,1,Linum lewisii,1,
2509,7/2/21,Virginia Basin,T2,1,Lathyrus leucanthus,36,
2510,7/2/21,Virginia Basin,T2,1,Geranium richardsonii,2,
2511,7/2/21,Virginia Basin,T2,1,Draba aurea,13,
2512,7/2/21,Virginia Basin,T2,1,Fragaria virginiana,3,
2513,7/2/21,Virginia Basin,T2,2,Potentilla pulcherrima,1,
2514,7/2/21,Virginia Basin,T2,2,Lathyrus leucanthus,16,
2515,7/2/21,Virginia Basin,T2,2,Senecio crassulus,3,
2516,7/2/21,Virginia Basin,T2,2,Fragaria virginiana,4,
2517,7/2/21,Virginia Basin,T2,3,Ligusticum porteri,1,
2518,7/2/21,Virginia Basin,T2,3,Draba aurea,4,
2519,7/2/21,Virginia Basin,T2,3,Lathyrus leucanthus,10,
2520,7/2/21,Virginia Basin,T2,4,Pseudocymopterus montanus,4,
2521,7/2/21,Virginia Basin,T2,4,Lathyrus leucanthus,16,
2522,7/2/21,Virginia Basin,T2,5,Fragaria virginiana,2,
2523,7/2/21,Virginia Basin,T2,5,Lathyrus leucanthus,11,
2524,7/2/21,Virginia Basin,T2,5,Draba aurea,1,
2525,7/2/21,Virginia Basin,T1,5,Fragaria virginiana,8,
2526,7/2/21,Virginia Basin,T1,5,Linum lewisii,21,
2527,7/2/21,Virginia Basin,T1,5,Pseudocymopterus montanus,3,
2528,7/2/21,Virginia Basin,T1,4,Draba aurea,23,
2529,7/2/21,Virginia Basin,T1,4,Fragaria virginiana,5,
2530,7/2/21,Virginia Basin,T1,4,Potentilla pulcherrima,1,
2531,7/2/21,Virginia Basin,T1,4,Senecio crassulus,1,
2532,7/2/21,Virginia Basin,T1,4,Lathyrus leucanthus,10,
2533,7/2/21,Virginia Basin,T1,4,Androsace septentrionalis,1,
2534,7/2/21,Virginia Basin,T1,3,Fragaria virginiana,12,
2535,7/2/21,Virginia Basin,T1,3,Linum lewisii,4,
2536,7/2/21,Virginia Basin,T1,3,Potentilla pulcherrima,3,
2537,7/2/21,Virginia Basin,T1,3,Ligusticum porteri,3,
2538,7/2/21,Virginia Basin,T1,3,Lathyrus leucanthus,6,
2539,7/2/21,Virginia Basin,T1,3,Pseudocymopterus montanus,2,
2540,7/2/21,Virginia Basin,T1,2,Castilleja sulphurea,13,
2541,7/2/21,Virginia Basin,T1,2,Lathyrus leucanthus,27,
2542,7/2/21,Virginia Basin,T1,2,Fragaria virginiana,4,
2543,7/2/21,Virginia Basin,T1,2,Draba aurea,5,
2544,7/2/21,Virginia Basin,T1,2,Linum lewisii,2,
2545,7/2/21,Virginia Basin,T1,2,Senecio crassulus,2,
2546,7/2/21,Virginia Basin,T1,2,Potentilla pulcherrima,7,
2547,7/2/21,Virginia Basin,T1,1,Lathyrus leucanthus,23,
2548,7/2/21,Virginia Basin,T1,1,Castilleja sulphurea,9,
2549,7/2/21,Virginia Basin,T1,1,Senecio crassulus,1,
2550,7/2/21,Virginia Basin,T1,1,Draba aurea,3,
2551,7/2/21,Virginia Basin,T1,1,Potentilla pulcherrima,2,
2552,7/2/21,Virginia Basin,T1,1,Fragaria virginiana,1,
2553,7/5/21,Ohio Pass High,T1,1,Ligusticum porteri,2,
2554,7/5/21,Ohio Pass High,T1,1,Delphinium nuttallianum,35,
2555,7/5/21,Ohio Pass High,T1,1,Castilleja sulphurea,10,
2556,7/5/21,Ohio Pass High,T1,1,Senecio crassulus,2,
2557,7/5/21,Ohio Pass High,T1,1,Lathyrus leucanthus,3,
2558,7/5/21,Ohio Pass High,T1,2,Senecio crassulus,1,
2559,7/5/21,Ohio Pass High,T1,2,Potentilla pulcherrima,1,
2560,7/5/21,Ohio Pass High,T1,2,Galium bifolium,1,need to confirm species
2561,7/5/21,Ohio Pass High,T1,2,Castilleja sulphurea,6,
2562,7/5/21,Ohio Pass High,T1,2,Lathyrus leucanthus,12,
2563,7/5/21,Ohio Pass High,T1,2,Delphinium nuttallianum,11,
2564,7/5/21,Ohio Pass High,T1,2,Collomia linearis,4,
2565,7/5/21,Ohio Pass High,T1,2,Ranunculus inamoenus,4,
2566,7/5/21,Ohio Pass High,T1,2,Vicia americana,13,
2567,7/5/21,Ohio Pass High,T1,3,Potentilla pulcherrima,8,
2568,7/5/21,Ohio Pass High,T1,3,Ligusticum porteri,1,
2569,7/5/21,Ohio Pass High,T1,3,Delphinium nuttallianum,11,
2570,7/5/21,Ohio Pass High,T1,3,Vicia americana,30,
2571,7/5/21,Ohio Pass High,T1,4,Vicia americana,4,
2572,7/5/21,Ohio Pass High,T1,4,Collomia linearis,4,
2573,7/5/21,Ohio Pass High,T1,4,Potentilla pulcherrima,12,
2574,7/5/21,Ohio Pass High,T1,4,Ligusticum porteri,1,
2575,7/5/21,Ohio Pass High,T1,4,Lathyrus leucanthus,42,
2576,7/5/21,Ohio Pass High,T1,4,Castilleja sulphurea,18,
2577,7/5/21,Ohio Pass High,T1,5,Ligusticum porteri,4,
2578,7/5/21,Ohio Pass High,T1,5,Potentilla pulcherrima,5,
2579,7/5/21,Ohio Pass High,T1,5,Helianthella quinquenervis,2,
2580,7/5/21,Ohio Pass High,T1,5,Lathyrus leucanthus,4,
2581,7/5/21,Ohio Pass High,T1,5,Castilleja sulphurea,2,
2582,7/5/21,Ohio Pass High,T2,5,Ligusticum porteri,1,
2583,7/5/21,Ohio Pass High,T2,5,Potentilla pulcherrima,4,
2584,7/5/21,Ohio Pass High,T2,5,Helianthella quinquenervis,1,
2585,7/5/21,Ohio Pass High,T2,5,Boechera stricta,1,
2586,7/5/21,Ohio Pass High,T2,5,Lathyrus leucanthus,17,
2587,7/5/21,Ohio Pass High,T2,4,Lathyrus leucanthus,4,
2588,7/5/21,Ohio Pass High,T2,4,Delphinium nuttallianum,10,
2589,7/5/21,Ohio Pass High,T2,4,Potentilla pulcherrima,1,
2590,7/5/21,Ohio Pass High,T2,4,Ligusticum porteri,4,
2591,7/5/21,Ohio Pass High,T2,4,Castilleja sulphurea,5,
2592,7/5/21,Ohio Pass High,T2,3,Potentilla pulcherrima,9,
2593,7/5/21,Ohio Pass High,T2,3,Delphinium nuttallianum,8,
2594,7/5/21,Ohio Pass High,T2,3,Lathyrus leucanthus,30,
2595,7/5/21,Ohio Pass High,T2,3,Senecio crassulus,1,
2596,7/5/21,Ohio Pass High,T2,3,Collomia linearis,2,
2597,7/5/21,Ohio Pass High,T2,2,Senecio crassulus,4,
2598,7/5/21,Ohio Pass High,T2,2,Delphinium nuttallianum,12,
2599,7/5/21,Ohio Pass High,T2,2,Potentilla pulcherrima,2,
2600,7/5/21,Ohio Pass High,T2,2,Castilleja sulphurea,2,
2601,7/5/21,Ohio Pass High,T2,2,Lathyrus leucanthus,27,
2602,7/5/21,Ohio Pass High,T2,2,Ligusticum porteri,4,
2603,7/5/21,Ohio Pass High,T2,2,Collomia linearis,6,
2604,7/5/21,Ohio Pass High,T2,1,Delphinium nuttallianum,11,
2605,7/5/21,Ohio Pass High,T2,1,Senecio crassulus,1,
2606,7/5/21,Ohio Pass High,T2,1,Ligusticum porteri,1,
2607,7/5/21,Ohio Pass High,T2,1,Castilleja sulphurea,3,
