Year,Date,Site,Elevation,Collection Point,Disturbance Distance,Disturbance Type,Field Plot,Plot,Block,Removal,Litter,Family,Genus,Species,Code,Functional Group,Life History,Cover,Count,Nearest Neighbor,percent cover
2023,8/12/23,Schofield Park,,Post,,,,75,,Control,,Ericaceae,Vaccinium,cespitosum,VACE,Shrub,perennial,35,7,1,
2023,8/12/23,Schofield Park,,Post,,,,75,,Control,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,6,4,0,
2023,8/12/23,Schofield Park,,Post,,,,76,,Removal,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,0.1,2,0,
2023,8/12/23,Schofield Park,,Post,,,,76,,Removal,,Asteraceae,Agoseris,glauca,AGGL,Forb,perennial,0.1,1,0,
2023,8/12/23,Schofield Park,,Post,,,,76,,Removal,,,,,bare,Environmental,,60,0,0,
2023,8/12/23,Schofield Park,,Post,,,,76,,Removal,,Poaceae,Bromus,,BR,Grass,perennial,6,3,0,
2023,8/12/23,Schofield Park,,Post,,,,76,,Removal,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,5,9,0,
2023,8/12/23,Schofield Park,,Post,,,,76,,Removal,,Brassicaceae,Noccaea,fendleri,NOFE,Forb,perennial,0.1,1,0,
2023,8/12/23,Schofield Park,,Post,,,,76,,Removal,,Poaceae,Poa,pratensis,POPR,Grass,perennial,10,4,0,
2023,8/12/23,Schofield Park,,Post,,,,76,,Removal,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,4,8,0,
2023,8/12/23,Schofield Park,,Post,,,,76,,Removal,,Salicaceae,Salix,,SA,Shrub,perennial,9,1,0,
2023,8/12/23,Schofield Park,,Post,,,,76,,Removal,,Ericaceae,Vaccinium,cespitosum,VACE,Shrub,perennial,30,9,0,
2023,8/12/23,Schofield Park,,Post,,,,76,,Removal,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,5,2,0,
2023,8/12/23,Schofield Park,,Post,,,,77,,Control,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,1,7,0,
2023,8/12/23,Schofield Park,,Post,,,,77,,Control,,Asteraceae,Agoseris,glauca,AGGL,Forb,perennial,1,3,1,
2023,8/12/23,Schofield Park,,Post,,,,77,,Control,,,,,bare,Environmental,,30,0,0,
2023,8/12/23,Schofield Park,,Post,,,,77,,Control,,Cyperaceae,Carex,ebenea,CAEB,Sedge,perennial,2,5,0,
2023,8/12/23,Schofield Park,,Post,,,,77,,Control,,Orobanchaceae,Castilleja,septentrionalis,CASE,Hemiparasite,perennial,4,3,0,
2023,8/12/23,Schofield Park,,Post,,,,77,,Control,,Apiaceae,Cymopterus,lemmonii,CYLE,Forb,perennial,1.5,3,0,
2023,8/12/23,Schofield Park,,Post,,,,77,,Control,,,,,litter,Environmental,,10,0,0,
2023,8/12/23,Schofield Park,,Post,,,,77,,Control,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,15,8,0,
2023,8/12/23,Schofield Park,,Post,,,,77,,Control,,Brassicaceae,Noccaea,fendleri,NOFE,Forb,perennial,0.1,1,0,
2023,8/12/23,Schofield Park,,Post,,,,77,,Control,,Poaceae,Phleum,alpinum,PHAL,Grass,perennial,0.1,1,0,
2023,8/12/23,Schofield Park,,Post,,,,77,,Control,,Rosaceae,Potentilla,pulcherrima,POPU,Forb,perennial,2,1,0,
2023,8/12/23,Schofield Park,,Post,,,,77,,Control,,Poaceae,Poa,pratensis,POPR,Grass,perennial,30,5,1,
2023,8/12/23,Schofield Park,,Post,,,,77,,Control,,Polygonaceae,Rumex,salicifolius,RUSA,Forb,perennial,6,4,1,
2023,8/12/23,Schofield Park,,Post,,,,77,,Control,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,2,1,1,
2023,8/12/23,Schofield Park,,Post,,,,77,,Control,,Ericaceae,Vaccinium,cespitosum,VACE,Shrub,perennial,35,6,0,
2023,8/12/23,Schofield Park,,Post,,,,77,,Control,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,8,0.5,0,
2023,8/12/23,Schofield Park,,Post,,,,78,,Removal,,Asteraceae,Agoseris,glauca,AGGL,Forb,perennial,1,2,0,
2023,8/12/23,Schofield Park,,Post,,,,78,,Removal,,,,,bare,Environmental,,30,0,0,
2023,8/12/23,Schofield Park,,Post,,,,78,,Removal,,Poaceae,Bromus,,BR,Grass,perennial,1,3,0,
2023,8/12/23,Schofield Park,,Post,,,,78,,Removal,,Poaceae,Bromus,,BR,Grass,perennial,1,3,0,
2023,8/12/23,Schofield Park,,Post,,,,78,,Removal,,Asteraceae,Erigeron,Coulteri,ERCO,Forb,perennial,2,1,0,
2023,8/12/23,Schofield Park,,Post,,,,78,,Removal,,,,,litter,Environmental,,2,0,0,
2023,8/12/23,Schofield Park,,Post,,,,78,,Removal,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,5,9,0,
2023,8/12/23,Schofield Park,,Post,,,,78,,Removal,,Brassicaceae,Noccaea,fendleri,NOFE,Forb,perennial,0.1,1,0,
2023,8/12/23,Schofield Park,,Post,,,,78,,Removal,,Poaceae,Phleum,alpinum,PHAL,Grass,perennial,0.5,2,0,
2023,8/12/23,Schofield Park,,Post,,,,78,,Removal,,Rosaceae,Potentilla,pulcherrima,POPU,Forb,perennial,3,4,0,
2023,8/12/23,Schofield Park,,Post,,,,78,,Removal,,Poaceae,Poa,pratensis,POPR,Grass,perennial,15,2,0,
2023,8/12/23,Schofield Park,,Post,,,,78,,Removal,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,6,4,0,
2023,8/12/23,Schofield Park,,Post,,,,78,,Removal,,Salicaceae,Salix,,SA,Shrub,perennial,30,1,0,
2023,8/12/23,Schofield Park,,Post,,,,78,,Removal,,Ericaceae,Vaccinium,cespitosum,VACE,Shrub,perennial,40,7,0,
2023,8/12/23,Schofield Park,,Post,,,,78,,Removal,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,2,5,0,
2023,8/12/23,Schofield Park,,Post,,,,79,,Control,,Asteraceae,Agoseris,glauca,AGGL,Forb,perennial,0.5,2,,
2023,8/12/23,Schofield Park,,Post,,,,79,,Control,,,,,bare,Environmental,,60,0,0,
2023,8/12/23,Schofield Park,,Post,,,,79,,Control,,Poaceae,Bromus,,BR,Grass,perennial,1,2,,
2023,8/12/23,Schofield Park,,Post,,,,79,,Control,,Cyperaceae,Carex,raynoldsii,CARA,Sedge,perennial,1,8,,
2023,8/12/23,Schofield Park,,Post,,,,79,,Control,,Orobanchaceae,Castilleja,septentrionalis,CASE,Hemiparasite,perennial,2,3,,
2023,8/12/23,Schofield Park,,Post,,,,79,,Control,,Apiaceae,Cymopterus,lemmonii,CYLE,Forb,perennial,1.5,2,,
2023,8/12/23,Schofield Park,,Post,,,,79,,Control,,,,,litter,Environmental,,5,0,0,
2023,8/12/23,Schofield Park,,Post,,,,79,,Control,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,2,4,,
2023,8/12/23,Schofield Park,,Post,,,,79,,Control,,Poaceae,Poa,pratensis,POPR,Grass,perennial,3,6,,
2023,8/12/23,Schofield Park,,Post,,,,79,,Control,,Polygonaceae,Rumex,salicifolius,RUSA,Forb,perennial,1,2,,
2023,8/12/23,Schofield Park,,Post,,,,79,,Control,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,1,2,,
2023,8/12/23,Schofield Park,,Post,,,,79,,Control,,Ericaceae,Vaccinium,cespitosum,VACE,Shrub,perennial,25,8,,
2023,8/12/23,Schofield Park,,Post,,,,79,,Control,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,15,6,,
2023,8/12/23,Schofield Park,,Post,,,,80,,Removal,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,1,4,0,
2023,8/12/23,Schofield Park,,Post,,,,80,,Removal,,Asteraceae,Agoseris,glauca,AGGL,Forb,perennial,0.1,2,0,
2023,8/12/23,Schofield Park,,Post,,,,80,,Removal,,Primulaceae,Androsace,septentrionalis,ANSE,Forb,annual,1.5,6,0,
2023,8/12/23,Schofield Park,,Post,,,,80,,Removal,,,,,bare,Environmental,,70,0,0,
2023,8/12/23,Schofield Park,,Post,,,,80,,Removal,,Poaceae,Bromus,,BR,Grass,perennial,6,4,0,
2023,8/12/23,Schofield Park,,Post,,,,80,,Removal,,Cyperaceae,Carex,ebenea,CAEB,Sedge,perennial,1,1,0,
2023,8/12/23,Schofield Park,,Post,,,,80,,Removal,,,,,litter,Environmental,,5,0,0,
2023,8/12/23,Schofield Park,,Post,,,,80,,Removal,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,1.5,2,0,
2023,8/12/23,Schofield Park,,Post,,,,80,,Removal,,Rosaceae,Potentilla,pulcherrima,POPU,Forb,perennial,1,1,0,
2023,8/12/23,Schofield Park,,Post,,,,80,,Removal,,Poaceae,Poa,pratensis,POPR,Grass,perennial,10,7,0,
2023,8/12/23,Schofield Park,,Post,,,,80,,Removal,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,7,4,0,
2023,8/12/23,Schofield Park,,Post,,,,80,,Removal,,Ericaceae,Vaccinium,cespitosum,VACE,Shrub,perennial,20,19,0,
2023,8/12/23,Schofield Park,,Post,,,,80,,Removal,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,5,3,0,
2023,8/12/23,Schofield Park,,Post,,,,80,,Removal,,Violaceae,Viola,,VI,Forb,perennial,1,1,0,
