Year,Date,Site,Elevation,Collection Point,Disturbance Distance,Disturbance Type,Field Plot,Plot,Block,Removal,Litter,Family,Genus,Species,Code,Functional Group,Life History,Cover,Count,Nearest Neighbor,percent cover
2023,7/17/23,Emerald Lake,3208.278304,Pre,3.12,Treeline,9A,17,5,C,Mixed,Asteraceae,Senecio,crassulus,SECR,forb,perennial,3,6,0,0.03
2023,7/17/23,Emerald Lake,3208.278304,Pre,3.12,Treeline,9A,17,5,C,Mixed,,,,bare,environmental,,80,0,0,0.8
2023,7/17/23,Emerald Lake,3208.278304,Pre,3.12,Treeline,9A,17,5,C,Mixed,,,,litter,environmental,,5,0,0,0.05
2023,7/17/23,Emerald Lake,3207.1131,Pre,4.35,Treeline,9B,18,5,R,Mixed,Primulaceae,Androsace,septentrionalis,ANSE,forb,annual,3,17,1,0.03
2023,7/17/23,Emerald Lake,3207.1131,Pre,4.35,Treeline,9B,18,5,R,Mixed,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,4.5,2,0,0.045
2023,7/17/23,Emerald Lake,3207.1131,Pre,4.35,Treeline,9B,18,5,R,Mixed,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,12,17,1,0.12
2023,7/17/23,Emerald Lake,3207.1131,Pre,4.35,Treeline,9B,18,5,R,Mixed,Poaceae,Elymus,,Elymus,grass,perennial,2,5,1,0.02
2023,7/17/23,Emerald Lake,3207.1131,Pre,4.35,Treeline,9B,18,5,R,Mixed,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,1,1,1,0.01
2023,7/17/23,Emerald Lake,3207.1131,Pre,4.35,Treeline,9B,18,5,R,Mixed,Liliaceae,Erythronium,grandiflorum,ERGR,forb,perennial,2,5,0,0.02
2023,7/17/23,Emerald Lake,3207.1131,Pre,4.35,Treeline,9B,18,5,R,Mixed,Rosaceae,Fragaria,virginiana,FRVI,forb,perennial,2,6,0,0.02
2023,7/17/23,Emerald Lake,3207.1131,Pre,4.35,Treeline,9B,18,5,R,Mixed,Apiaceae,Heracleum,maximum,HEMA,forb,perennial,7,1,0,0.07
2023,7/17/23,Emerald Lake,3207.1131,Pre,4.35,Treeline,9B,18,5,R,Mixed,Asteraceae,Hymenoxys,hoopesii,HYHO,forb,perennial,5,6,0,0.05
2023,7/17/23,Emerald Lake,3207.1131,Pre,4.35,Treeline,9B,18,5,R,Mixed,Apiaceae,Ligusticum,porteri,LIPO,forb,perennial,5,2,0,0.05
2023,7/17/23,Emerald Lake,3207.1131,Pre,4.35,Treeline,9B,18,5,R,Mixed,Poaceae,Melica,spectabilis,MESP,grass,perennial,4,4,0,0.04
2023,7/17/23,Emerald Lake,3207.1131,Pre,4.35,Treeline,9B,18,5,R,Mixed,Boraginaceae,Mertensia,ciliata,MECI,forb,perennial,1,1,0,0.01
2023,7/17/23,Emerald Lake,3207.1131,Pre,4.35,Treeline,9B,18,5,R,Mixed,Asteraceae,Senecio,crassulus,SECR,forb,perennial,1,2,0,0.01
2023,7/17/23,Emerald Lake,3207.1131,Pre,4.35,Treeline,9B,18,5,R,Mixed,,,,bare,environmental,,70,0,0,0.7
2023,7/17/23,Emerald Lake,3207.1131,Pre,4.35,Treeline,9B,18,5,R,Mixed,,,,litter,environmental,,5,0,0,0.05
2023,7/17/23,Emerald Lake,3207.1131,Pre,4.35,Treeline,9B,18,5,R,Mixed,,,,rock,environmental,,2,0,0,0.02
2023,7/17/23,Emerald Lake,3207.270977,Pre,2.22,Treeline,10A,19,5,C,Control,Primulaceae,Androsace,septentrionalis,ANSE,forb,annual,0.1,2,0,0.001
2023,7/17/23,Emerald Lake,3207.270977,Pre,2.22,Treeline,10A,19,5,C,Control,Brassicaceae,Barbarea,vulgaris,BAVU,forb,biennial,1,3,0,0.01
2023,7/17/23,Emerald Lake,3207.270977,Pre,2.22,Treeline,10A,19,5,C,Control,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,1.2,2,0,0.012
2023,7/17/23,Emerald Lake,3207.270977,Pre,2.22,Treeline,10A,19,5,C,Control,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,15,21,1,0.15
2023,7/17/23,Emerald Lake,3207.270977,Pre,2.22,Treeline,10A,19,5,C,Control,Ranunculaceae,Delphinium,barbeyi,DEBA,forb,perennial,5,1,0,0.05
2023,7/17/23,Emerald Lake,3207.270977,Pre,2.22,Treeline,10A,19,5,C,Control,Poaceae,Elymus,,Elymus,grass,perennial,3,4,1,0.03
2023,7/17/23,Emerald Lake,3207.270977,Pre,2.22,Treeline,10A,19,5,C,Control,Liliaceae,Erythronium,grandiflorum,ERGR,forb,perennial,1,1,0,0.01
2023,7/17/23,Emerald Lake,3207.270977,Pre,2.22,Treeline,10A,19,5,C,Control,Geraniaceae,Geranium,richardsonii,GERI,forb,perennial,1,1,0,0.01
2023,7/17/23,Emerald Lake,3207.270977,Pre,2.22,Treeline,10A,19,5,C,Control,Asteraceae,Hymenoxys,hoopesii,HYHO,forb,perennial,12,7,0,0.12
2023,7/17/23,Emerald Lake,3207.270977,Pre,2.22,Treeline,10A,19,5,C,Control,Fabaceae,Lupinus,argentus,LUAR,legum,perennial,3,6,1,0.03
2023,7/17/23,Emerald Lake,3207.270977,Pre,2.22,Treeline,10A,19,5,C,Control,Poaceae,Melica,spectabilis,MESP,grass,perennial,0.2,1,0,0.002
2023,7/17/23,Emerald Lake,3207.270977,Pre,2.22,Treeline,10A,19,5,C,Control,Rosaceae,Potentilla,gracilis,POGR,forb,perennial,2,1,0,0.02
2023,7/17/23,Emerald Lake,3207.270977,Pre,2.22,Treeline,10A,19,5,C,Control,Crassulaceae,Rhodiola,integrifolia,RHIN,forb,perennial,4,6,0,0.04
2023,7/17/23,Emerald Lake,3207.270977,Pre,2.22,Treeline,10A,19,5,C,Control,Asteraceae,Senecio,crassulus,SECR,forb,perennial,2,3,1,0.02
2023,7/17/23,Emerald Lake,3207.270977,Pre,2.22,Treeline,10A,19,5,C,Control,,,,bare,environmental,,80,0,0,0.8
2023,7/17/23,Emerald Lake,3207.270977,Pre,2.22,Treeline,10A,19,5,C,Control,,,,litter,environmental,,2,0,0,0.02
2023,7/17/23,Emerald Lake,3207.806218,Pre,2.57,Treeline,10B,20,5,R,Control,Primulaceae,Androsace,septentrionalis,ANSE,forb,annual,0.5,4,0,0.005
2023,7/17/23,Emerald Lake,3207.806218,Pre,2.57,Treeline,10B,20,5,R,Control,Ranunculaceae,Aquilegia,Coerulea,AQCO,forb,perennial,4,1,0,0.04
2023,7/17/23,Emerald Lake,3207.806218,Pre,2.57,Treeline,10B,20,5,R,Control,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,3.5,2,0,0.035
2023,7/17/23,Emerald Lake,3207.806218,Pre,2.57,Treeline,10B,20,5,R,Control,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,3,4,0,0.03
2023,7/17/23,Emerald Lake,3207.806218,Pre,2.57,Treeline,10B,20,5,R,Control,Ranunculaceae,Delphinium,barbeyi,DEBA,forb,perennial,1,1,1,0.01
2023,7/17/23,Emerald Lake,3207.806218,Pre,2.57,Treeline,10B,20,5,R,Control,Poaceae,Elymus,,Elymus,grass,perennial,3,5,1,0.03
2023,7/17/23,Emerald Lake,3207.806218,Pre,2.57,Treeline,10B,20,5,R,Control,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,1,1,0,0.01
2023,7/17/23,Emerald Lake,3207.806218,Pre,2.57,Treeline,10B,20,5,R,Control,Liliaceae,Erythronium,grandiflorum,ERGR,forb,perennial,2.5,5,1,0.025
2023,7/17/23,Emerald Lake,3207.806218,Pre,2.57,Treeline,10B,20,5,R,Control,Rosaceae,Fragaria,virginiana,FRVI,forb,perennial,1,5,0,0.01
2023,7/17/23,Emerald Lake,3207.806218,Pre,2.57,Treeline,10B,20,5,R,Control,Boraginaceae,Hydrophyllum,capitatum,HYCA,forb,perennial,1,1,0,0.01
2023,7/17/23,Emerald Lake,3207.806218,Pre,2.57,Treeline,10B,20,5,R,Control,Asteraceae,Hymenoxys,hoopesii,HYHO,forb,perennial,3,3,1,0.03
2023,7/17/23,Emerald Lake,3207.806218,Pre,2.57,Treeline,10B,20,5,R,Control,Fabaceae,Lupinus,argentus,LUAR,legum,perennial,3.5,3,0,0.035
2023,7/17/23,Emerald Lake,3207.806218,Pre,2.57,Treeline,10B,20,5,R,Control,Rosaceae,Potentilla,gracilis,POGR,forb,perennial,8,9,0,0.08
2023,7/17/23,Emerald Lake,3207.806218,Pre,2.57,Treeline,10B,20,5,R,Control,Crassulaceae,Rhodiola,integrifolia,RHIN,forb,perennial,6,4,0,0.06
2023,7/17/23,Emerald Lake,3207.806218,Pre,2.57,Treeline,10B,20,5,R,Control,Asteraceae,Senecio,crassulus,SECR,forb,perennial,7,4,1,0.07
2023,7/17/23,Emerald Lake,3207.806218,Pre,2.57,Treeline,10B,20,5,R,Control,,,,bare,environmental,,60,0,0,0.6
2023,7/17/23,Emerald Lake,3207.806218,Pre,2.57,Treeline,10B,20,5,R,Control,,,,litter,environmental,,5,0,0,0.05
2023,7/17/23,Emerald Lake,3211.643745,Pre,9.6,Creek,11A,21,3,C,Castilleja,Ranunculaceae,Aquilegia,Coerulea,AQCO,forb,perennial,5,2,0,0.05
2023,7/17/23,Emerald Lake,3211.643745,Pre,9.6,Creek,11A,21,3,C,Castilleja,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,1.5,1,0,0.015
2023,7/17/23,Emerald Lake,3211.643745,Pre,9.6,Creek,11A,21,3,C,Castilleja,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,10,6,1,0.1
2023,7/17/23,Emerald Lake,3211.643745,Pre,9.6,Creek,11A,21,3,C,Castilleja,Ranunculaceae,Delphinium,barbeyi,DEBA,forb,perennial,1,1,1,0.01
2023,7/17/23,Emerald Lake,3211.643745,Pre,9.6,Creek,11A,21,3,C,Castilleja,Poaceae,Elymus,,Elymus,grass,perennial,6,9,1,0.06
2023,7/17/23,Emerald Lake,3211.643745,Pre,9.6,Creek,11A,21,3,C,Castilleja,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,2,1,0,0.02
2023,7/17/23,Emerald Lake,3211.643745,Pre,9.6,Creek,11A,21,3,C,Castilleja,Liliaceae,Erythronium,grandiflorum,ERGR,forb,perennial,2,1,0,0.02
2023,7/17/23,Emerald Lake,3211.643745,Pre,9.6,Creek,11A,21,3,C,Castilleja,Asteraceae,Helianthella,quinquenervis,HEQU,forb,perennial,1,1,0,0.01
2023,7/17/23,Emerald Lake,3211.643745,Pre,9.6,Creek,11A,21,3,C,Castilleja,Asteraceae,Hymenoxys,hoopesii,HYHO,forb,perennial,5,5,0,0.05
2023,7/17/23,Emerald Lake,3211.643745,Pre,9.6,Creek,11A,21,3,C,Castilleja,Apiaceae,Ligusticum,porteri,LIPO,forb,perennial,25,5,0,0.25
2023,7/17/23,Emerald Lake,3211.643745,Pre,9.6,Creek,11A,21,3,C,Castilleja,Poaceae,Melica,spectabilis,MESP,grass,perennial,10,7,1,0.1
2023,7/17/23,Emerald Lake,3211.643745,Pre,9.6,Creek,11A,21,3,C,Castilleja,Rosaceae,Potentilla,gracilis,POGR,forb,perennial,3,2,0,0.03
2023,7/17/23,Emerald Lake,3211.643745,Pre,9.6,Creek,11A,21,3,C,Castilleja,Asteraceae,Senecio,crassulus,SECR,forb,perennial,6,3,1,0.06
2023,7/17/23,Emerald Lake,3211.643745,Pre,9.6,Creek,11A,21,3,C,Castilleja,,,,bare,environmental,,30,0,0,0.3
2023,7/17/23,Emerald Lake,3211.643745,Pre,9.6,Creek,11A,21,3,C,Castilleja,,,,litter,environmental,,8,0,0,0.08
2023,7/17/23,Emerald Lake,3211.643745,Pre,9.6,Creek,11A,21,3,C,Castilleja,,,,rock,environmental,,6,0,0,0.06
2023,7/17/23,Emerald Lake,3211.096031,Pre,5.93,Creek,11B,22,3,R,Castilleja,Primulaceae,Androsace,septentrionalis,ANSE,forb,annual,2,5,0,0.02
2023,7/17/23,Emerald Lake,3211.096031,Pre,5.93,Creek,11B,22,3,R,Castilleja,Brassicaceae,Barbarea,vulgaris,BAVU,forb,biennial,2,5,0,0.02
2023,7/17/23,Emerald Lake,3211.096031,Pre,5.93,Creek,11B,22,3,R,Castilleja,Cyperaceae,Carex,Hoodii,CAHO,sedge,perennial,0.5,3,1,0.005
2023,7/17/23,Emerald Lake,3211.096031,Pre,5.93,Creek,11B,22,3,R,Castilleja,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,5,2,0,0.05
2023,7/17/23,Emerald Lake,3211.096031,Pre,5.93,Creek,11B,22,3,R,Castilleja,Poaceae,Elymus,,Elymus,grass,perennial,2.5,4,0,0.025
2023,7/17/23,Emerald Lake,3211.096031,Pre,5.93,Creek,11B,22,3,R,Castilleja,Asteraceae,Erigeron,speciosus,ERSP,forb,perennial,8,5,0,0.08
2023,7/17/23,Emerald Lake,3211.096031,Pre,5.93,Creek,11B,22,3,R,Castilleja,Liliaceae,Erythronium,grandiflorum,ERGR,forb,perennial,0.8,2,1,0.008
2023,7/17/23,Emerald Lake,3211.096031,Pre,5.93,Creek,11B,22,3,R,Castilleja,Rosaceae,Fragaria,virginiana,FRVI,forb,perennial,0.5,1,0,0.005
2023,7/17/23,Emerald Lake,3211.096031,Pre,5.93,Creek,11B,22,3,R,Castilleja,Asteraceae,Helianthella,quinquenervis,HEQU,forb,perennial,15,7,0,0.15
2023,7/17/23,Emerald Lake,3211.096031,Pre,5.93,Creek,11B,22,3,R,Castilleja,Boraginaceae,Hydrophyllum,capitatum,HYCA,forb,perennial,2,1,1,0.02
2023,7/17/23,Emerald Lake,3211.096031,Pre,5.93,Creek,11B,22,3,R,Castilleja,Asteraceae,Hymenoxys,hoopesii,HYHO,forb,perennial,3,3,0,0.03
2023,7/17/23,Emerald Lake,3211.096031,Pre,5.93,Creek,11B,22,3,R,Castilleja,Apiaceae,Ligusticum,porteri,LIPO,forb,perennial,4,2,0,0.04
2023,7/17/23,Emerald Lake,3211.096031,Pre,5.93,Creek,11B,22,3,R,Castilleja,Fabaceae,Lupinus,argentus,LUAR,legum,perennial,3,2,0,0.03
2023,7/17/23,Emerald Lake,3211.096031,Pre,5.93,Creek,11B,22,3,R,Castilleja,Poaceae,Melica,spectabilis,MESP,grass,perennial,5,8,1,0.05
2023,7/17/23,Emerald Lake,3211.096031,Pre,5.93,Creek,11B,22,3,R,Castilleja,Boraginaceae,Mertensia,ciliata,MECI,forb,perennial,1.5,3,0,0.015
2023,7/17/23,Emerald Lake,3211.096031,Pre,5.93,Creek,11B,22,3,R,Castilleja,Rosaceae,Potentilla,gracilis,POGR,forb,perennial,15,9,1,0.15
2023,7/17/23,Emerald Lake,3211.096031,Pre,5.93,Creek,11B,22,3,R,Castilleja,Asteraceae,Senecio,crassulus,SECR,forb,perennial,1,1,0,0.01
2023,7/17/23,Emerald Lake,3211.096031,Pre,5.93,Creek,11B,22,3,R,Castilleja,,,,bare,environmental,,40,0,0,0.4
2023,7/17/23,Emerald Lake,3211.096031,Pre,5.93,Creek,11B,22,3,R,Castilleja,,,,litter,environmental,,5,0,0,0.05
2023,7/17/23,Emerald Lake,3211.096031,Pre,5.93,Creek,11B,22,3,R,Castilleja,,,,rock,environmental,,5,0,0,0.05
2023,7/17/23,Emerald Lake,3215.348404,Pre,6.92,Treeline,12A,23,3,C,Control,Primulaceae,Androsace,septentrionalis,ANSE,forb,annual,0.1,1,0,0.001
2023,7/17/23,Emerald Lake,3215.348404,Pre,6.92,Treeline,12A,23,3,C,Control,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,2,2,0,0.02
2023,7/17/23,Emerald Lake,3215.348404,Pre,6.92,Treeline,12A,23,3,C,Control,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,25,4,0,0.25
2023,7/17/23,Emerald Lake,3215.348404,Pre,6.92,Treeline,12A,23,3,C,Control,Poaceae,Elymus,,Elymus,grass,perennial,8,6,0,0.08
2023,7/17/23,Emerald Lake,3215.348404,Pre,6.92,Treeline,12A,23,3,C,Control,Liliaceae,Erythronium,grandiflorum,ERGR,forb,perennial,1,3,0,0.01
2023,7/17/23,Emerald Lake,3215.348404,Pre,6.92,Treeline,12A,23,3,C,Control,Apiaceae,Heracleum,maximum,HEMA,forb,perennial,5,1,0,0.05
2023,7/17/23,Emerald Lake,3215.348404,Pre,6.92,Treeline,12A,23,3,C,Control,Asteraceae,Hymenoxys,hoopesii,HYHO,forb,perennial,3,1,0,0.03
2023,7/17/23,Emerald Lake,3215.348404,Pre,6.92,Treeline,12A,23,3,C,Control,Apiaceae,Ligusticum,porteri,LIPO,forb,perennial,10,3,0,0.1
2023,7/17/23,Emerald Lake,3215.348404,Pre,6.92,Treeline,12A,23,3,C,Control,Poaceae,Melica,spectabilis,MESP,grass,perennial,1,1,1,0.01
2023,7/17/23,Emerald Lake,3215.348404,Pre,6.92,Treeline,12A,23,3,C,Control,Boraginaceae,Mertensia,ciliata,MECI,forb,perennial,5,7,1,0.05
2023,7/17/23,Emerald Lake,3215.348404,Pre,6.92,Treeline,12A,23,3,C,Control,Rosaceae,Potentilla,gracilis,POGR,forb,perennial,1,1,0,0.01
2023,7/17/23,Emerald Lake,3215.348404,Pre,6.92,Treeline,12A,23,3,C,Control,Grossulariaceae,Ribes,montigenum,RIMO,shrub,perennial,20,1,0,0.2
2023,7/17/23,Emerald Lake,3215.348404,Pre,6.92,Treeline,12A,23,3,C,Control,Asteraceae,Senecio,crassulus,SECR,forb,perennial,3,3,0,0.03
2023,7/17/23,Emerald Lake,3215.348404,Pre,6.92,Treeline,12A,23,3,C,Control,Caprifoliaceae,Valeriana,occidentalis,VAOC,forb,perennial,15,4,1,0.15
2023,7/17/23,Emerald Lake,3215.348404,Pre,6.92,Treeline,12A,23,3,C,Control,,,,bare,environmental,,35,0,0,0.35
2023,7/17/23,Emerald Lake,3215.348404,Pre,6.92,Treeline,12A,23,3,C,Control,,,,litter,environmental,,10,0,0,0.1
2023,7/17/23,Emerald Lake,3211.664924,Pre,9.25,Creek,12B,24,3,R,Control,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,3,1,0,0.03
2023,7/17/23,Emerald Lake,3211.664924,Pre,9.25,Creek,12B,24,3,R,Control,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,0.5,1,0,0.005
2023,7/17/23,Emerald Lake,3211.664924,Pre,9.25,Creek,12B,24,3,R,Control,Ranunculaceae,Delphinium,barbeyi,DEBA,forb,perennial,0.5,1,0,0.005
2023,7/17/23,Emerald Lake,3211.664924,Pre,9.25,Creek,12B,24,3,R,Control,Poaceae,Elymus,,Elymus,grass,perennial,4,11,1,0.04
2023,7/17/23,Emerald Lake,3211.664924,Pre,9.25,Creek,12B,24,3,R,Control,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,3,2,1,0.03
2023,7/17/23,Emerald Lake,3211.664924,Pre,9.25,Creek,12B,24,3,R,Control,Liliaceae,Erythronium,grandiflorum,ERGR,forb,perennial,1.5,3,0,0.015
2023,7/17/23,Emerald Lake,3211.664924,Pre,9.25,Creek,12B,24,3,R,Control,Rosaceae,Fragaria,virginiana,FRVI,forb,perennial,6,5,1,0.06
2023,7/17/23,Emerald Lake,3211.664924,Pre,9.25,Creek,12B,24,3,R,Control,Asteraceae,Helianthella,quinquenervis,HEQU,forb,perennial,15,11,0,0.15
2023,7/17/23,Emerald Lake,3211.664924,Pre,9.25,Creek,12B,24,3,R,Control,Apiaceae,Heracleum,maximum,HEMA,forb,perennial,25,2,0,0.25
2023,7/17/23,Emerald Lake,3211.664924,Pre,9.25,Creek,12B,24,3,R,Control,Asteraceae,Hymenoxys,hoopesii,HYHO,forb,perennial,3,3,0,0.03
2023,7/17/23,Emerald Lake,3211.664924,Pre,9.25,Creek,12B,24,3,R,Control,Apiaceae,Ligusticum,porteri,LIPO,forb,perennial,5,2,0,0.05
2023,7/17/23,Emerald Lake,3211.664924,Pre,9.25,Creek,12B,24,3,R,Control,Poaceae,Melica,spectabilis,MESP,grass,perennial,2,4,0,0.02
2023,7/17/23,Emerald Lake,3211.664924,Pre,9.25,Creek,12B,24,3,R,Control,Rosaceae,Potentilla,gracilis,POGR,forb,perennial,8,5,0,0.08
2023,7/17/23,Emerald Lake,3211.664924,Pre,9.25,Creek,12B,24,3,R,Control,Grossulariaceae,Ribes,montigenum,RIMO,shrub,perennial,10,1,0,0.1
2023,7/17/23,Emerald Lake,3211.664924,Pre,9.25,Creek,12B,24,3,R,Control,Caprifoliaceae,Valeriana,occidentalis,VAOC,forb,perennial,5,3,1,0.05
2023,7/17/23,Emerald Lake,3211.664924,Pre,9.25,Creek,12B,24,3,R,Control,,,,bare,environmental,,30,0,0,0.3
2023,7/17/23,Emerald Lake,3211.664924,Pre,9.25,Creek,12B,24,3,R,Control,,,,litter,environmental,,10,0,0,0.1
2023,7/19/23,Emerald Lake,3217.015556,Pre,4.62,Treeline,13A,25,1,R,Control,Primulaceae,Androsace,septentrionalis,ANSE,forb,annual,0.2,5,0,0.002
2023,7/19/23,Emerald Lake,3217.015556,Pre,4.62,Treeline,13A,25,1,R,Control,Ranunculaceae,Aquilegia,Coerulea,AQCO,forb,perennial,5,1,0,0.05
2023,7/19/23,Emerald Lake,3217.015556,Pre,4.62,Treeline,13A,25,1,R,Control,Cyperaceae,Carex,Hoodii,CAHO,sedge,perennial,1,1,0,0.01
2023,7/19/23,Emerald Lake,3217.015556,Pre,4.62,Treeline,13A,25,1,R,Control,Cyperaceae,Carex,Hoodii,CAHO,sedge,perennial,1,3,1,0.01
2023,7/19/23,Emerald Lake,3217.015556,Pre,4.62,Treeline,13A,25,1,R,Control,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,1,2,0,0.01
2023,7/19/23,Emerald Lake,3217.015556,Pre,4.62,Treeline,13A,25,1,R,Control,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,0.5,1,0,0.005
2023,7/19/23,Emerald Lake,3217.015556,Pre,4.62,Treeline,13A,25,1,R,Control,Poaceae,Elymus,,Elymus,grass,perennial,4,6,0,0.04
2023,7/19/23,Emerald Lake,3217.015556,Pre,4.62,Treeline,13A,25,1,R,Control,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,1,2,1,0.01
2023,7/19/23,Emerald Lake,3217.015556,Pre,4.62,Treeline,13A,25,1,R,Control,Liliaceae,Erythronium,grandiflorum,ERGR,forb,perennial,0.5,1,0,0.005
2023,7/19/23,Emerald Lake,3217.015556,Pre,4.62,Treeline,13A,25,1,R,Control,Rosaceae,Fragaria,virginiana,FRVI,forb,perennial,2,11,0,0.02
2023,7/19/23,Emerald Lake,3217.015556,Pre,4.62,Treeline,13A,25,1,R,Control,Asteraceae,Helianthella,quinquenervis,HEQU,forb,perennial,10,7,0,0.1
2023,7/19/23,Emerald Lake,3217.015556,Pre,4.62,Treeline,13A,25,1,R,Control,Boraginaceae,Hydrophyllum,capitatum,HYCA,forb,perennial,0.5,1,0,0.005
2023,7/19/23,Emerald Lake,3217.015556,Pre,4.62,Treeline,13A,25,1,R,Control,Asteraceae,Hymenoxys,hoopesii,HYHO,forb,perennial,1.5,1,0,0.015
2023,7/19/23,Emerald Lake,3217.015556,Pre,4.62,Treeline,13A,25,1,R,Control,Apiaceae,Ligusticum,porteri,LIPO,forb,perennial,25,3,1,0.25
2023,7/19/23,Emerald Lake,3217.015556,Pre,4.62,Treeline,13A,25,1,R,Control,Fabaceae,Lupinus,argentus,LUAR,legum,perennial,5,8,0,0.05
2023,7/19/23,Emerald Lake,3217.015556,Pre,4.62,Treeline,13A,25,1,R,Control,Poaceae,Melica,spectabilis,MESP,grass,perennial,2,2,0,0.02
2023,7/19/23,Emerald Lake,3217.015556,Pre,4.62,Treeline,13A,25,1,R,Control,Rosaceae,Potentilla,gracilis,POGR,forb,perennial,10,15,1,0.1
2023,7/19/23,Emerald Lake,3217.015556,Pre,4.62,Treeline,13A,25,1,R,Control,Asteraceae,Senecio,crassulus,SECR,forb,perennial,1,1,0,0.01
2023,7/19/23,Emerald Lake,3217.015556,Pre,4.62,Treeline,13A,25,1,R,Control,Caprifoliaceae,Valeriana,occidentalis,VAOC,forb,perennial,3,6,0,0.03
2023,7/19/23,Emerald Lake,3217.015556,Pre,4.62,Treeline,13A,25,1,R,Control,,,,bare,environmental,,50,0,0,0.5
2023,7/19/23,Emerald Lake,3217.015556,Pre,4.62,Treeline,13A,25,1,R,Control,,,,litter,environmental,,2,0,0,0.02
2023,7/19/23,Emerald Lake,3216.145001,Pre,4.11,Trail,13B,26,1,C,Control,Primulaceae,Androsace,septentrionalis,ANSE,forb,annual,0.1,1,0,0.001
2023,7/19/23,Emerald Lake,3216.145001,Pre,4.11,Trail,13B,26,1,C,Control,Cyperaceae,Carex,Hoodii,CAHO,sedge,perennial,2,3,1,0.02
2023,7/19/23,Emerald Lake,3216.145001,Pre,4.11,Trail,13B,26,1,C,Control,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,2,2,0,0.02
2023,7/19/23,Emerald Lake,3216.145001,Pre,4.11,Trail,13B,26,1,C,Control,Ranunculaceae,Delphinium,barbeyi,DEBA,forb,perennial,2,1,0,0.02
2023,7/19/23,Emerald Lake,3216.145001,Pre,4.11,Trail,13B,26,1,C,Control,Poaceae,Elymus,,Elymus,grass,perennial,4,6,0,0.04
2023,7/19/23,Emerald Lake,3216.145001,Pre,4.11,Trail,13B,26,1,C,Control,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,2,1,0,0.02
2023,7/19/23,Emerald Lake,3216.145001,Pre,4.11,Trail,13B,26,1,C,Control,Liliaceae,Erythronium,grandiflorum,ERGR,forb,perennial,8,3,0,0.08
2023,7/19/23,Emerald Lake,3216.145001,Pre,4.11,Trail,13B,26,1,C,Control,Rosaceae,Fragaria,virginiana,FRVI,forb,perennial,3,7,0,0.03
2023,7/19/23,Emerald Lake,3216.145001,Pre,4.11,Trail,13B,26,1,C,Control,Asteraceae,Helianthella,quinquenervis,HEQU,forb,perennial,15,10,1,0.15
2023,7/19/23,Emerald Lake,3216.145001,Pre,4.11,Trail,13B,26,1,C,Control,Apiaceae,Ligusticum,porteri,LIPO,forb,perennial,15,2,0,0.15
2023,7/19/23,Emerald Lake,3216.145001,Pre,4.11,Trail,13B,26,1,C,Control,Fabaceae,Lupinus,argentus,LUAR,legum,perennial,2,5,1,0.02
2023,7/19/23,Emerald Lake,3216.145001,Pre,4.11,Trail,13B,26,1,C,Control,Poaceae,Melica,spectabilis,MESP,grass,perennial,5,5,0,0.05
2023,7/19/23,Emerald Lake,3216.145001,Pre,4.11,Trail,13B,26,1,C,Control,Boraginaceae,Mertensia,ciliata,MECI,forb,perennial,1,1,0,0.01
2023,7/19/23,Emerald Lake,3216.145001,Pre,4.11,Trail,13B,26,1,C,Control,Rosaceae,Potentilla,gracilis,POGR,forb,perennial,8,11,1,0.08
2023,7/19/23,Emerald Lake,3216.145001,Pre,4.11,Trail,13B,26,1,C,Control,Caprifoliaceae,Valeriana,occidentalis,VAOC,forb,perennial,6,6,0,0.06
2023,7/19/23,Emerald Lake,3216.145001,Pre,4.11,Trail,13B,26,1,C,Control,,,,bare,environmental,,70,0,0,0.7
2023,7/19/23,Emerald Lake,3216.145001,Pre,4.11,Trail,13B,26,1,C,Control,,,,litter,environmental,,2,0,0,0.02
2023,7/19/23,Emerald Lake,3216.145001,Pre,4.11,Trail,13B,26,1,C,Control,,,,rock,environmental,,1,0,0,0.01
