,Authors,Article Title,Journal,Publish year,DOI,DOI link,,Result,Name,Note,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,"Birch, JD; Lutz, JA; Struckman, S; Miesel, JR; Karst, J",Large-diameter trees and deadwood correspond with belowground ectomycorrhizal fungal richness,ECOLOGICAL PROCESSES,2023,10.1186/s13717-022-00415-8,http://dx.doi.org/10.1186/s13717-022-00415-8,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000362995200008,View Full Record in Web of Science
871,"Galle, NJ; Brinton, W; Vos, R; Basu, B; Duarte, F; Collier, M; Ratti, C; Pilla, F",Correlation of WorldView-3 spectral vegetation indices and soil health indicators of individual urban trees with exceptions to topsoil disturbance,CITY AND ENVIRONMENT INTERACTIONS,2021,10.1016/j.cacint.2021.100068,http://dx.doi.org/10.1016/j.cacint.2021.100068,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000258590400006,View Full Record in Web of Science
872,"Vroblesky, DA; Clinton, BD; Vose, JM; Casey, CC; Harvey, G; Bradley, PM","Ground water chlorinated ethenes in tree trunks: Case studies, influence of recharge, and potential degradation mechanism",GROUND WATER MONITORING AND REMEDIATION,2004,10.1111/j.1745-6592.2004.tb01299.x,http://dx.doi.org/10.1111/j.1745-6592.2004.tb01299.x,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:A1992JT40900018,View Full Record in Web of Science
873,"Zhu, YL; Huang, YJ; Nuerhamanti, N; Bai, XY; Wang, HN; Zhu, XY; Zhang, W",The Composition and Diversity of the Rhizosphere Bacterial Community of Ammodendron bifolium Growing in the Takeermohuer Desert Are Different from Those in the Nonrhizosphere,MICROBIAL ECOLOGY,2024,10.1007/s00248-023-02320-9,http://dx.doi.org/10.1007/s00248-023-02320-9,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001308206300002,View Full Record in Web of Science
874,"Ji, QR; Cheng, GC; Zhang, X; Wang, WJ; Guo, XR; Wang, HM",Tree Species Diversity and Tree Growth Affected Element Compositions in Glomalin-Related Soil Protein-Soil pH Interaction,SUSTAINABILITY,2025,10.3390/su17020801,http://dx.doi.org/10.3390/su17020801,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JUL 2022,,,,,,,,,,,WOS:000831596300003,View Full Record in Web of Science
875,"Li, YQ; Ruan, HH; Zou, XM; Myster, RW",Response of major soil decomposers to landslide disturbance in a Puerto Rican rainforest,SOIL SCIENCE,2005,10.1097/00010694-200503000-00006,http://dx.doi.org/10.1097/00010694-200503000-00006,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000256959500008,View Full Record in Web of Science
876,"Chen, CR; Xu, ZH",Soil carbon and nitrogen pools and microbial properties in a 6-year-old slash pine plantation of subtropical Australia: impacts of harvest residue management,FOREST ECOLOGY AND MANAGEMENT,2005,10.1016/j.foreco.2004.11.005,http://dx.doi.org/10.1016/j.foreco.2004.11.005,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JAN 2021,,,,,,33471135,,,,,WOS:000609085800001,View Full Record in Web of Science
877,"Van Stan, JT; Stubbins, A; Bittar, T; Reichard, JS; Wright, KA; Jenkins, RB",Tillandsia usneoides (L.) L. (Spanish moss) water storage and leachate characteristics from two maritime oak forest settings,ECOHYDROLOGY,2015,10.1002/eco.1549,http://dx.doi.org/10.1002/eco.1549,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEC 2024,,,,,,,,,,,WOS:001381177500001,View Full Record in Web of Science
878,"Kumar, S; Sharma, A; Rosin, KG; Sharma, VK; Sinha, SK; Kumar, D; Dwivedi, N; Vishwanath",Medium-term Impact of Organic and Microbial Fertilization on Production Efficiency and Fertility of Soil in an Apple Production System under North West Himalayan Region,COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS,2022,10.1080/00103624.2021.2008416,http://dx.doi.org/10.1080/00103624.2021.2008416,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000477784000094,View Full Record in Web of Science
879,"Fernández, N; Fontenla, S; Messuti, MI","Mycorrhizal Status of Obligate and Facultative Epiphytic Ferns in a Valdivian Temperate Forest of Patagonia, Argentina",AMERICAN FERN JOURNAL,2010,10.1640/0002-8444-100.1.16,http://dx.doi.org/10.1640/0002-8444-100.1.16,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28307122,,,,,WOS:A1996TR65400007,View Full Record in Web of Science
880,"Li, M; Gao, CH; Feng, YY; Liu, K; Cao, P; Liu, YH; Yi, XX","Martelella alba sp. nov., isolated from mangrove rhizosphere soil within the Beibu Gulf",ARCHIVES OF MICROBIOLOGY,2021,10.1007/s00203-020-02178-2,http://dx.doi.org/10.1007/s00203-020-02178-2,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29139075,,,,,WOS:000437395400010,View Full Record in Web of Science
881,"Rianhard, OM; Kranabetter, JM; Penkova, LV; Durall, DM; Jones, MD",Ectomycorrhizal fungal community succession and fragmentation across forest edges nearly three decades postharvest,PLANTS PEOPLE PLANET,2025,10.1002/ppp3.70008,http://dx.doi.org/10.1002/ppp3.70008,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000300743100031,View Full Record in Web of Science
882,"Ma, HB; Zou, WT; Yang, JC; Hogan, JA; Xu, H; Chen, J",Dominant Tree Species Shape Soil Microbial Community via Regulating Assembly Processes in Planted Subtropical Forests,FORESTS,2019,10.3390/f10110978,http://dx.doi.org/10.3390/f10110978,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000260141200004,View Full Record in Web of Science
883,"Kanazawa, S; Chau, NTT; Miyaki, S",Identification and characterization of yeasts with tolerance to high acidity and resistance to aluminum isolated from tea soils,SOIL SCIENCE AND PLANT NUTRITION,2005,10.1111/j.1747-0765.2005.tb00059.x,http://dx.doi.org/10.1111/j.1747-0765.2005.tb00059.x,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34953293,,,,,WOS:000788145500007,View Full Record in Web of Science
884,"Gong, P; Li, YJ; Liu, HG; Li, ZJ; Zhang, Y; Yu, XY; Cai, R; Wu, ZK; Wei, J; Fang, R; Wu, YF; He, XL",Root zone infiltration irrigation affects plastic root developmental traits of fruit trees and root zone habitat in saline-alkali soil,AGRICULTURAL WATER MANAGEMENT,2025,10.1016/j.agwat.2025.109802,http://dx.doi.org/10.1016/j.agwat.2025.109802,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AUG 2023,,,,,,37561445,,,,,WOS:001044923200001,View Full Record in Web of Science
885,"Chen, WH; Zeng, GP; Luo, Y; Liang, ZQ; Han, YF",Morphological traits and molecular analysis for Geomyces fujianensis sp nov from China,MYCOSPHERE,2017,10.5943/mycosphere/8/1/5,http://dx.doi.org/10.5943/mycosphere/8/1/5,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000310594400015,View Full Record in Web of Science
886,"Aguilera, LE; Armas, C; Cea, AP; Gutiérrez, JR; Meserve, PL; Kelt, DA","Rainfall, microhabitat, and small mammals influence the abundance and distribution of soil microorganisms in a Chilean semi-arid shrubland",JOURNAL OF ARID ENVIRONMENTS,2016,10.1016/j.jaridenv.2015.11.013,http://dx.doi.org/10.1016/j.jaridenv.2015.11.013,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000183721100014,View Full Record in Web of Science
887,"Gross-Urrego, JA; Pantoja-Benavides, AD; Moreno-Poveda, GA; Ramirez-Godoy, A; Chávez-Arias, CC; Restrepo-Díaz, H",Exogenous Azotobacter vinelandii application as a component of integrated plant nutrient management in 'Hass' avocado crops,TREES-STRUCTURE AND FUNCTION,2025,10.1007/s00468-025-02667-1,http://dx.doi.org/10.1007/s00468-025-02667-1,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEC 2023,,,,,,,,,,,WOS:001111214900002,View Full Record in Web of Science
888,"Hauschild, K; Giongo, A; Liu, BY; Babin, D; Bloem, E; Beerhues, L; Winkelmann, T; Smalla, K",Catch crop amendments and microbial inoculants differently modulate apple rhizosphere microbiomes and plant responses,FEMS MICROBIOLOGY ECOLOGY,2025,10.1093/femsec/fiaf055,http://dx.doi.org/10.1093/femsec/fiaf055,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39124180,,,,,WOS:001287773300001,View Full Record in Web of Science
889,"Reynolds, JF; Virginia, RA; Kemp, PR; de Soyza, AG; Tremmel, DC",Impact of drought on desert shrubs: Effects of seasonality and degree of resource island development,ECOLOGICAL MONOGRAPHS,1999,10.1890/0012-9615(1999)069[0069:IODODS]2.0.CO;2,http://dx.doi.org/10.1890/0012-9615(1999)069[0069:IODODS]2.0.CO;2,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000901261900001,View Full Record in Web of Science
890,"Báez-Pérez, AL; Gómez-Romero, M; Villegas, J; De La Barrera, E; Carreto-Montoya, L; Lindig-Cisneros, R",Inoculacion and use of urea fertilizer on plant of Fraxinus uhdei with mycorrhizal fungi in acrisols from degraded sites,BOTANICAL SCIENCES,2015,10.17129/botsci.207,http://dx.doi.org/10.17129/botsci.207,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000253935400027,View Full Record in Web of Science
891,"Zidó, J; Sumichrast, L; Kucbel, S; Gömöryová, E",The Effect of Stand Structure on Soil Physico-Chemical and Biological Properties in a Primary Beech Forest,FORESTS,2022,10.3390/f13091344,http://dx.doi.org/10.3390/f13091344,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000331651300013,View Full Record in Web of Science
892,"Wang, SL; Abalori, TA; Wang, WH; Deng, XX; Liu, WT; Wang, JL; Cao, WX",Response of soil microbial compositional and functional heterogeneity to grazing exclusion in alpine shrub and meadows in the Qinghai-Tibet Plateau,FRONTIERS IN MICROBIOLOGY,2022,10.3389/fmicb.2022.1038805,http://dx.doi.org/10.3389/fmicb.2022.1038805,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21515701,,,,,WOS:000302593400017,View Full Record in Web of Science
893,"Won, M; Heo, J; Weon, HY; Lee, D; Han, BH; Hong, SB; Kwon, SW","Spirosoma oryzicola sp. nov., isolated from dried rice husk",INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY,2023,10.1099/ijsem.0.005837,http://dx.doi.org/10.1099/ijsem.0.005837,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAR 2023,,,,,,36897496,,,,,WOS:000946630100001,View Full Record in Web of Science
894,"Varon-Garcia, D; Sarmiento, C; Arnold, AE; Dalling, JW; Davis, AS; Bowman, EA; Zalamea, P",Seed survival in tropical pioneer trees is unrelated to conspecific distance but linked to fungal infection,OIKOS,2026,10.1002/oik.11758,http://dx.doi.org/10.1002/oik.11758,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000297609800013,View Full Record in Web of Science
895,"Dickie, IA; Wakelin, A; Richardson, SJ",Rare species of wood-inhabiting fungi are not local,ECOLOGICAL APPLICATIONS,2020,10.1002/eap.2156,http://dx.doi.org/10.1002/eap.2156,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38708392,,,,,WOS:001221074200001,View Full Record in Web of Science
896,"JACKSON, RB; CALDWELL, MM",GEOSTATISTICAL PATTERNS OF SOIL HETEROGENEITY AROUND INDIVIDUAL PERENNIAL PLANTS,JOURNAL OF ECOLOGY,1993,10.2307/2261666,http://dx.doi.org/10.2307/2261666,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22447703,,,,,WOS:000315829700056,View Full Record in Web of Science
897,"Kidron, GJ; Aloni, I",The contrasting effect of biocrusts on shallow-rooted perennial plants (hemicryptophytes): Increasing mortality (through evaporation) or survival (through runoff),ECOHYDROLOGY,2018,10.1002/eco.1912,http://dx.doi.org/10.1002/eco.1912,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OCT 2021,,,,,,34328183,,,,,WOS:000810029400015,View Full Record in Web of Science
898,"Liu, YH; Fang, BZ; Dong, ZY; Li, L; Mohamad, OAA; Zhang, YL; Egamberdieva, D; Xiao, M; Li, WJ","Croceibacterium gen. nov., with description of Croceibacterium ferulae sp. nov., an endophytic bacterium isolated from Ferula sinkiangensis K. M. Shen and reclassification of Porphyrobacter mercurialis as Croceibacterium mercuriale comb. nov",INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY,2019,10.1099/ijsem.0.003540,http://dx.doi.org/10.1099/ijsem.0.003540,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19804376,,,,,WOS:000270829700010,View Full Record in Web of Science
899,"Kunta, M; Viloria, Z; del Rio, HS; Louzada, ES",Diverse DNA extraction methods and PCR primers for detection of Huanglongbing-associated bacteria from roots of 'Valencia' sweet orange on sour orange rootstock,SCIENTIA HORTICULTURAE,2014,10.1016/j.scienta.2014.07.041,http://dx.doi.org/10.1016/j.scienta.2014.07.041,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000072945200007,View Full Record in Web of Science
900,"Wasserstrom, H; Whitford, WG; Steinberger, Y",Spatiotemporal Variations of Soil Microarthropod Communities in the Negev Desert,PEDOSPHERE,2016,10.1016/S1002-0160(15)60056-X,http://dx.doi.org/10.1016/S1002-0160(15)60056-X,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23192699,,,,,WOS:000317421000017,View Full Record in Web of Science
901,"Bai, CM; He, XL; Tang, HT; Shan, BQ; Zhao, LL","Spatial distribution of arbuscular mycorrhizal fungi, glomalin and soil enzymes under the canopy of Astragalus adsurgens Pall. in the Mu Us sandland, China",SOIL BIOLOGY & BIOCHEMISTRY,2009,10.1016/j.soilbio.2009.02.010,http://dx.doi.org/10.1016/j.soilbio.2009.02.010,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31730027,,,,,WOS:000522888400044,View Full Record in Web of Science
902,"Lulandala, L; Bargués-Tobella, A; Masao, CA; Nyberg, G; Ilstedt, U",The size of clearings for charcoal production in miombo woodlands affects soil hydrological properties and soil organic carbon,FOREST ECOLOGY AND MANAGEMENT,2023,10.1016/j.foreco.2022.120701,http://dx.doi.org/10.1016/j.foreco.2022.120701,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000342552800015,View Full Record in Web of Science
903,"Moller, AP; Mousseau, TA",Reduced colonization by soil invertebrates to irradiated decomposing wood in Chernobyl,SCIENCE OF THE TOTAL ENVIRONMENT,2018,10.1016/j.scitotenv.2018.07.195,http://dx.doi.org/10.1016/j.scitotenv.2018.07.195,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000356368000002,View Full Record in Web of Science
904,"Ambrosino, ML; Torres, YA; Garayalde, AF; Armando, LV; Lorda, GS; Velázquez, MS",Shrub effect in semiarid Monte rangelands: Variation of arbuscular mycorrhizal fungi communities associated with different functional groups of plants,APPLIED SOIL ECOLOGY,2025,10.1016/j.apsoil.2025.106000,http://dx.doi.org/10.1016/j.apsoil.2025.106000,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22696167,,,,,WOS:000306436500014,View Full Record in Web of Science
905,"Jones, J; Savin, MC; Rom, CR; Gbur, E",Soil microbial and nutrient responses over seven years of organic apple orchard maturation,NUTRIENT CYCLING IN AGROECOSYSTEMS,2020,10.1007/s10705-020-10080-y,http://dx.doi.org/10.1007/s10705-020-10080-y,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000083373800004,View Full Record in Web of Science
906,"Tian, JQ; Wang, HJ; Vilgalys, R; Ho, MC; Flanagan, N; Richardson, CJ",Response of fungal communities to fire in a subtropical peatland,PLANT AND SOIL,2021,10.1007/s11104-021-05070-0,http://dx.doi.org/10.1007/s11104-021-05070-0,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000264548800009,View Full Record in Web of Science
907,"Zhang, ST; Ouyang, LN; Chen, SX; Yang, JQ; Li, CX",Soil quality analysis of fast-growing plantation after thinning and pruning: a case study of Eucalyptus urograndis,NEW FORESTS,2025,10.1007/s11056-025-10136-3,http://dx.doi.org/10.1007/s11056-025-10136-3,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JAN 2025,,,,,,39798318,,,,,WOS:001399027800001,View Full Record in Web of Science
908,"Brunn, M; Spielvogel, S; Sauer, T; Oelmann, Y",Temperature and precipitation effects on δ13C depth profiles in SOM under temperate beech forests,GEODERMA,2014,10.1016/j.geoderma.2014.07.007,http://dx.doi.org/10.1016/j.geoderma.2014.07.007,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000290369000026,View Full Record in Web of Science
909,"Lewis, T; Verstraten, L; Hogg, B; Wehr, BJ; Swift, S; Tindale, N; Menzies, NW; Dalal, RC; Bryant, P; Francis, B; Smith, TE","Reforestation of agricultural land in the tropics: The relative contribution of soil, living biomass and debris pools to carbon sequestration",SCIENCE OF THE TOTAL ENVIRONMENT,2019,10.1016/j.scitotenv.2018.08.351,http://dx.doi.org/10.1016/j.scitotenv.2018.08.351,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000404270000021,View Full Record in Web of Science
910,"Bzdyk, RM; Olchowik, J; Studnicki, M; Nowakowska, JA; Oszako, T; Urban, A; Hilszczanska, D","Ectomycorrhizal Colonisation in Declining Oak Stands on the Krotoszyn Plateau, Poland",FORESTS,2019,10.3390/f10010030,http://dx.doi.org/10.3390/f10010030,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000241084600018,View Full Record in Web of Science
911,"Wang, LP; Chai, Y; Wu, JJ; Yu, XL; Sun, JW; Feng, Z; Chen, FX; He, LP","Phylogenetic relatedness and habitat affect seedling abundance of a mid-montane humid evergreen broad-leaved forest in the Gaoligong Mountains, Southwestern China",SCIENTIFIC REPORTS,2024,10.1038/s41598-024-72374-3,http://dx.doi.org/10.1038/s41598-024-72374-3,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001366707400001,View Full Record in Web of Science
912,"Xiao, Y; Huang, ZG; Ling, YL; Cai, SW; Zeng, BP; Liang, S; Wang, X",Effects of Forest Vegetation Restoration on Soil Organic Carbon and Its Labile Fractions in the Danxia Landform of China,SUSTAINABILITY,2022,10.3390/su141912283,http://dx.doi.org/10.3390/su141912283,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OCT 2025,,,,,,,,,,,WOS:001602620200003,View Full Record in Web of Science
913,"Yeates, GW","Abundance, diversity, and resilience of nematode assemblages in forest soils",CANADIAN JOURNAL OF FOREST RESEARCH,2007,10.1139/X06-172,http://dx.doi.org/10.1139/X06-172,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OCT 2020,,,,,,33025061,,,,,WOS:000575755400004,View Full Record in Web of Science
914,"Teste, FP; Simard, SW; Durall, DM; Guy, RD; Jones, MD; Schoonmaker, AL",Access to mycorrhizal networks and roots of trees: importance for seedling survival and resource transfer,ECOLOGY,2009,10.1890/08-1884.1,http://dx.doi.org/10.1890/08-1884.1,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24033363,,,,,WOS:000326943000012,View Full Record in Web of Science
915,"Slesarev, AI; Mezhevaya, KV; Makarova, KS; Polushin, NN; Shcherbinina, OV; Shakhova, VV; Belova, GI; Aravind, L; Natale, DA; Rogozin, IB; Tatusov, RL; Wolf, YI; Stetter, KO; Malykh, AG; Koonin, EV; Kozyavkin, SA",The complete genome of hyperthermophile Methanopyrus kandleri AV19 and monophyly of archaeal methanogens,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2002,10.1073/pnas.032671499,http://dx.doi.org/10.1073/pnas.032671499,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OCT 2021,,,,,,,,,,,WOS:000708322600001,View Full Record in Web of Science
916,"Tsykun, T; Rigling, D; Nikolaychuk, V; Prospero, S",Diversity and ecology of Armillaria species in virgin forests in the Ukrainian Carpathians,MYCOLOGICAL PROGRESS,2012,10.1007/s11557-011-0755-0,http://dx.doi.org/10.1007/s11557-011-0755-0,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37078558,,,,,WOS:001049301400019,View Full Record in Web of Science
917,"Rolbiecki, R; Rolbiecki, S; Figas, A; Siwik-Ziomek, A; Kobierski, M; Jagosz, B; Stachowski, P; Ptach, W",Effect of Irrigation on the Growth Parameters of Scots Pine (Pinus sylvestris L.) Subjected to Mycorrhizal Colonization in Planting on the Post-agricultural Ground and the Activity of Soil Enzymes,ROCZNIK OCHRONA SRODOWISKA,2018,,,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000228299100005,View Full Record in Web of Science
918,"Nie, XQ; Zhou, GY; Du, YG; Ren, LN; Chen, YZ; Wang, D; Li, XL; Li, CB",Grazing Intensity Affects Soil Organic Carbon Stock and Its Chemical Compositions in Potentilla fruticosa Shrublands on the Tibetan Plateau,JOURNAL OF SOIL SCIENCE AND PLANT NUTRITION,2023,10.1007/s42729-023-01447-5,http://dx.doi.org/10.1007/s42729-023-01447-5,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:A1995TF72400005,View Full Record in Web of Science
919,"Lipar, M; Webb, JA",The formation of the pinnacle karst in Pleistocene aeolian calcarenites (Tamala Limestone) in southwestern Australia,EARTH-SCIENCE REVIEWS,2015,10.1016/j.earscirev.2014.11.007,http://dx.doi.org/10.1016/j.earscirev.2014.11.007,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000458477300002,View Full Record in Web of Science
920,"Rodgers, SE; Zolnik, CP; Brewer, MJ; Mather, TN",Applications of a climatic water budget to tick-borne disease research,PHYSICAL GEOGRAPHY,2005,10.2747/0272-3646.26.6.480,http://dx.doi.org/10.2747/0272-3646.26.6.480,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000165153600003,View Full Record in Web of Science
921,"Schulze, ED; Wirth, C; Mollicone, D; von Lüpke, N; Ziegler, W; Achard, F; Mund, M; Prokushkin, A; Scherbina, S",Factors promoting larch dominance in central Siberia: fire versus growth performance and implications for carbon dynamics at the boundary of evergreen and deciduous conifers,BIOGEOSCIENCES,2012,10.5194/bg-9-1405-2012,http://dx.doi.org/10.5194/bg-9-1405-2012,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000275536500008,View Full Record in Web of Science
922,"Marais, E; Maggs-Kölling, G; Sherman, C; Doniger, T; Rentao, L; Tripathi, BM; Steinberger, Y","Profiling soil free-living nematodes in the Namib Desert, Namibia",JOURNAL OF ARID LAND,2020,10.1007/s40333-019-0018-5,http://dx.doi.org/10.1007/s40333-019-0018-5,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000305200200008,View Full Record in Web of Science
923,"Pitkänen, TP; Piri, T; Lehtonen, A; Peltoniemi, M",Detecting structural changes induced by Heterobasidion root rot on Scots pines using terrestrial laser scanning,FOREST ECOLOGY AND MANAGEMENT,2021,10.1016/j.foreco.2021.119239,http://dx.doi.org/10.1016/j.foreco.2021.119239,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36748470,,,,,WOS:000956091900019,View Full Record in Web of Science
924,"Schowalter, TD",Resource Acquisition,"INSECT ECOLOGY: AN ECOSYSTEM APPROACH, 4TH EDITION",2016,10.1016/B978-0-12-803033-2.00003-0,http://dx.doi.org/10.1016/B978-0-12-803033-2.00003-0,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000461684900002,View Full Record in Web of Science
925,"Hao, ZB; Liu, K; Li, WB; Zhang, JG; Kan, JM; Hao, XM",Effects of electrode size on the voltage of a tree-based energy generator,JOURNAL OF RENEWABLE AND SUSTAINABLE ENERGY,2018,10.1063/1.5032190,http://dx.doi.org/10.1063/1.5032190,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000252800000026,View Full Record in Web of Science
