"Year","Date","Site","Field.plot","Pair","Plot","Treatment","Achnatherum.sp.","Agoseris.sp.","Castilleja.septentrionalis","Taraxacum.officinale","Elymus.lanceolatus","Erigeron.subtrinervis","Lathyrus.lanszwertii","Poa.pratensis","Deschampsia.cespitosa","Potentilla.pulcherrima","Thalictrum.fendleri","Achillea.millefolium","Ipomopsis.aggregata","Valeriana.occidentalis","Solidago.multiradiata","Boechera.stricta","Artemisia.dracunculus","Dactylis.glomerata","Carex.sp.","Fragaria.virginiana","Anemone.multifida","Hymenoxys.hoopesii","Senecio.crassulus","Cirsium.griseum","Pyrrocoma.crocea","Phleum.alpinum","Draba.spectabilis","Erigeron.leiomerus","Poa.alpina","Erigeron.coulteri","Eremogone.congesta","Valeriana.edulis","Delphinium.barbeyi","Viola.adunca","Androsace.septentrionales","Aquilegia.coerulea","Astragalus.alpinus","Botrychium.sp.","Bromus.inermis","Campanula.petiolata","Carex.sp...obtusata..geyeri.","Carex.pityophila","Carex.sp...chalciolepis..ebenea..egglestonii..hoodii..","Chenopodium.atrovirens","Cymopterus.lemmonii","Danthonia.parryi","Delphinium.nuttalianum","Erigeron.speciosus","Eriogonum.umbellatum.majus","Frasera.speciosa","Galium.boreale","Gentiana.parryi","Helianthella.quinquenerva","Heterotheca.sp.","Lomatium.triternatum","Lupinus.argenteus","Maianthemum.stellatum","Mertensia.brevistyla","Moehringia.sp.","Noccaea.fendleri","Oreochrysum.parryi","Poa.compressa","Poa.fendleriana","Polygonum.sp.","Populus.balsamifera","Potentilla.glaucophylla","Sedum.lanceolatum","Sibbaldia.procumbens","Silene.drummondii","Trisetum.canescens","Trisetum.spicatum","Vicia.americana"
2024,"7/18","Copper Creek","E4C",44,88,"Control",0,1,0,2,0,0,0,10,0,1,0,0,0,0,0,3,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,5,0,NA,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,NA,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,NA,0,0,0,0
2024,"7/18","Copper Creek","E5",45,89,"Castilleja",0,0,1,4,0,0,2,6,0,3,4,0,3,0,0,1,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,8,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,NA,5,0,0,0,2,2,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
2024,"7/18","Copper Creek","E5C",45,90,"Control",0,0,0,8,0,0,0,8,0,0,1,0,3,0,0,1,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,8,0,NA,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,6,0,NA,2,0,0,0,4,3,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
2024,"7/18","Copper Creek","E6",46,91,"Castilleja",1,0,2,5,0,0,0,6,0,3,10,0,2,0,8,2,NA,0,NA,0,2,0,0,0,NA,0,0,0,0,0,8,0,NA,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,NA,0,0,0,0,2,2,0,0,0,0,0,10,0,0,2,NA,0,0,0,0
2024,"7/18","Copper Creek","E6C",46,92,"Control",0,0,0,0,2,0,1,3,0,1,3,0,4,0,2,2,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,7,0,NA,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,1,3,4,NA,0,0,1,0,4,0,0,0,0,0,0,5,1,0,0,NA,0,0,0,0
2024,"7/18","Copper Creek","E7",47,93,"Castilleja",0,3,1,5,0,0,3,6,0,0,9,0,8,0,0,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,8,0,NA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3,4,NA,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,NA,0,0,0,2
2024,"7/18","Copper Creek","E7C",47,94,"Control",0,0,0,6,0,0,0,10,0,1,9,1,1,0,0,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,13,0,0,0,0,1,0,0,6,2,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,0
2024,"7/18","Copper Creek","E8",48,95,"Castilleja",0,0,2,1,0,0,3,4,0,1,8,0,0,0,0,1,NA,0,NA,1,0,0,0,0,NA,0,0,0,0,0,2,0,NA,3,0,0,0,0,0,4,5,0,0,0,1,0,0,0,0,2,6,NA,0,0,1,0,8,1,3,0,0,0,0,0,0,0,0,NA,0,0,0,1
2024,"7/18","Copper Creek","E8C",48,96,"Control",0,0,0,2,0,0,0,3,0,5,8,0,0,0,2,1,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,6,0,NA,1,3,0,0,0,0,3,5,0,0,0,0,0,0,1,0,0,4,NA,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
2024,"7/22","Copper Creek","E9",49,97,"Castilleja",0,1,1,16,0,0,3,10,0,0,0,0,0,0,1,1,NA,0,NA,1,0,0,0,0,NA,0,0,0,0,0,4,0,NA,0,0,0,0,0,0,4,2,0,0,0,0,0,0,2,0,1,8,NA,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
2024,"7/22","Copper Creek","E9C",49,98,"Control",0,0,0,7,0,0,0,9,0,1,1,0,10,0,1,1,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,7,0,NA,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,1,0,1,NA,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,NA,0,0,0,0
2024,"7/22","Copper Creek","E10",50,99,"Castilleja",0,0,1,1,0,0,16,7,0,0,2,0,0,0,0,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,5,0,NA,1,0,0,0,0,0,8,3,0,0,0,0,0,0,3,2,2,0,NA,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
2024,"7/22","Copper Creek","E10C",50,100,"Control",0,0,0,5,0,0,3,8,0,0,1,0,5,0,3,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,4,0,NA,0,0,0,0,0,0,10,0,0,0,0,2,0,0,2,1,3,0,NA,0,0,0,0,4,0,0,0,0,0,0,0,1,0,7,NA,0,0,0,0
2024,"7/22","Copper Creek","E11",51,101,"Castilleja",0,0,1,5,0,0,0,8,0,0,0,0,12,0,2,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,5,3,0,0,0,0,0,0,2,0,0,0,NA,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
2024,"7/22","Copper Creek","E11C",51,102,"Control",0,0,0,3,0,0,0,25,0,0,0,7,9,0,0,0,NA,0,NA,0,1,0,0,0,NA,0,0,0,0,0,2,0,NA,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0
2024,"7/22","Copper Creek","E12",52,103,"Castilleja",2,4,2,6,0,0,0,20,0,1,0,0,6,0,0,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,6,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,1,0,0,0
2024,"7/22","Copper Creek","E12C",52,104,"Control",1,1,0,8,0,0,0,4,0,0,0,0,0,0,0,1,NA,0,NA,0,0,0,0,0,NA,0,0,0,1,0,5,0,NA,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,NA,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,NA,0,0,0,0
2024,"7/22","Copper Creek","E13",53,105,"Castilleja",0,2,4,7,0,0,0,15,0,1,0,0,0,0,0,0,NA,0,NA,0,1,0,0,0,NA,0,0,0,0,0,9,0,NA,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,2,0,NA,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,NA,0,0,0,1
2024,"7/22","Copper Creek","E13C",53,106,"Control",2,1,0,8,0,0,0,6,0,2,0,0,0,0,0,3,NA,0,NA,0,6,0,0,0,NA,0,0,0,2,0,7,0,NA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA,0,0,0,0
2024,"7/22","Copper Creek","E14",54,107,"Castilleja",1,0,3,0,0,0,1,7,0,2,0,0,1,0,0,1,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,9,0,NA,0,0,0,0,0,0,16,0,0,0,0,2,0,0,1,0,0,3,NA,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
2024,"7/22","Copper Creek","E14C",54,108,"Control",0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,7,0,NA,0,0,0,0,0,0,3,2,0,0,0,2,0,0,1,0,0,0,NA,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,NA,0,0,0,0
2024,"7/22","Copper Creek","E15",55,109,"Castilleja",0,0,2,2,0,0,0,4,0,1,1,0,0,0,0,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,7,0,NA,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,5,NA,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
2024,"7/22","Copper Creek","E15C",55,110,"Control",0,0,0,9,0,0,0,6,0,0,0,0,5,0,0,5,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,4,0,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10,NA,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
2024,"7/22","Copper Creek","E16",56,111,"Castilleja",0,0,1,0,0,0,0,9,0,0,6,0,4,0,0,3,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,4,0,NA,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,7,NA,3,0,0,0,7,3,0,0,0,0,0,8,0,0,0,NA,0,0,0,0
2024,"7/22","Copper Creek","E16C",56,112,"Control",0,0,0,2,0,0,0,8,0,1,1,0,0,0,0,4,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,2,0,NA,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,3,NA,5,0,0,0,7,4,0,0,0,0,0,15,0,0,0,NA,0,0,0,0
2024,"7/23","Copper Creek","E17",57,113,"Castilleja",0,0,3,7,0,0,2,15,0,0,8,0,0,0,0,4,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,6,0,NA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,5,NA,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
2024,"7/23","Copper Creek","E17C",57,114,"Control",0,3,0,5,0,0,0,9,0,0,4,0,2,0,0,2,NA,0,NA,0,1,0,0,0,NA,0,0,0,1,0,6,0,NA,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
2024,"7/23","Copper Creek","E18",58,115,"Castilleja",1,0,3,6,0,0,0,20,0,2,5,0,0,0,0,2,NA,0,NA,1,0,0,0,0,NA,0,0,0,0,0,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,NA,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
2024,"7/23","Copper Creek","E18C",58,116,"Control",0,1,0,7,0,0,1,20,0,0,2,0,0,0,4,2,NA,0,NA,0,1,0,0,0,NA,0,0,0,0,0,3,0,NA,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,NA,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
2024,"7/23","Copper Creek","E19",59,117,"Castilleja",1,0,2,3,0,1,0,12,0,0,0,0,0,0,0,2,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,5,0,NA,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,2,0,0,0,0,0,14,0,0,0,NA,0,0,0,0
2024,"7/23","Copper Creek","E19C",59,118,"Control",0,0,0,2,0,0,0,10,0,1,0,0,0,0,0,1,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,2,0,NA,1,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,1,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
2024,"7/23","Copper Creek","E20",60,119,"Castilleja",0,0,1,5,0,0,0,5,0,2,5,0,0,0,1,5,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,7,0,NA,0,0,0,0,0,0,7,0,0,0,0,2,0,0,1,0,0,7,NA,5,0,0,0,0,0,0,0,0,0,0,15,0,0,0,NA,0,0,0,0
2024,"7/23","Copper Creek","E20C",60,120,"Control",0,0,0,1,0,0,1,15,0,1,2,0,1,0,0,1,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,5,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,NA,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
2024,"7/25/2024","Emerald Lake","F1",81,161,"Castilleja",0,3,1,0,2,0,0,0,7,6,0,0,0,0,0,0,NA,0,NA,6,0,0,2,0,NA,0,6,0,0,4,0,0,NA,1,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,NA,0,0,0,0
2024,"7/25/2024","Emerald Lake","F1C",81,162,"Control",0,2,0,1,3,0,0,0,10,8,1,0,0,0,0,0,NA,0,NA,4,0,0,3,0,NA,0,3,0,0,2,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,NA,0,0,0,0
2024,"7/25/2024","Emerald Lake","F2",82,163,"Castilleja",0,0,3,3,1,0,0,0,5,4,1,7,0,0,0,1,NA,0,NA,4,0,0,0,0,NA,1,5,0,2,2,0,0,NA,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,NA,0,0,0,0
2024,"7/25/2024","Emerald Lake","F2C",82,164,"Control",0,2,0,5,2,0,0,0,0,4,0,8,0,0,0,0,NA,0,NA,5,2,0,2,0,NA,2,8,0,1,0,0,0,NA,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
2024,"7/25/2024","Emerald Lake","F3",83,165,"Castilleja",0,0,1,2,0,0,0,0,6,4,2,3,0,0,0,0,NA,0,NA,3,0,0,2,0,NA,0,7,0,0,3,0,0,NA,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,NA,0,0,0,0
2024,"7/25/2024","Emerald Lake","F3C",83,166,"Control",0,1,0,0,1,0,0,0,5,3,0,2,0,0,0,0,NA,0,NA,6,3,0,3,0,NA,0,3,0,2,3,0,0,NA,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0
2024,"7/25/2024","Emerald Lake","F4",84,167,"Castilleja",0,5,3,2,0,0,0,0,3,7,0,0,0,0,0,1,NA,0,NA,7,1,0,5,0,NA,1,2,0,0,5,0,0,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0
2024,"7/25/2024","Emerald Lake","F4C",84,168,"Control",0,4,0,4,1,0,0,0,7,6,0,2,0,0,0,1,NA,0,NA,5,3,0,5,0,NA,2,4,0,3,4,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0
2024,"7/25/2024","Emerald Lake","F5",85,169,"Castilleja",0,3,2,3,2,0,0,0,5,4,0,3,0,0,0,0,NA,0,NA,6,4,0,1,0,NA,0,6,12,2,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0
2024,"7/25/2024","Emerald Lake","F5C",85,170,"Control",0,1,0,2,0,0,0,0,5,5,0,4,0,0,0,2,NA,0,NA,5,1,0,2,0,NA,0,1,11,2,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
2024,"7/25/2024","Emerald Lake","F6",86,171,"Castilleja",0,2,2,0,1,0,0,0,4,7,0,5,0,0,0,0,NA,0,NA,8,2,0,2,1,NA,0,2,8,1,4,0,0,NA,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0
2024,"7/25/2024","Emerald Lake","F6C",86,172,"Control",0,3,0,2,2,0,0,0,5,3,1,10,0,0,0,0,NA,0,NA,7,5,0,1,0,NA,0,0,7,2,0,0,0,NA,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NA,0,0,0,0
2024,"7/26/2024","Emerald Lake","F7",87,173,"Castilleja",0,1,2,1,3,0,0,0,6,5,2,4,0,0,0,1,NA,0,NA,4,0,2,4,1,NA,4,2,0,0,3,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,NA,0,0,0,0
2024,"7/26/2024","Emerald Lake","F7C",87,174,"Control",0,0,0,0,3,0,0,0,2,3,0,6,0,0,0,0,NA,0,NA,5,0,1,3,5,NA,1,1,0,0,2,0,0,NA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,16,4,0,0,0,0,1,0,NA,0,0,0,0
2024,"7/26/2024","Emerald Lake","F8",88,175,"Castilleja",0,0,1,3,3,0,0,0,5,6,0,0,0,0,0,0,NA,0,NA,4,0,0,3,1,NA,1,3,0,0,5,0,0,NA,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,NA,0,0,0,0
2024,"7/26/2024","Emerald Lake","F8C",88,176,"Control",0,0,0,2,1,0,0,0,2,5,0,2,0,0,0,0,NA,0,NA,5,0,0,3,0,NA,2,3,0,0,9,0,0,NA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,NA,0,0,0,0
2024,"7/26/2024","Emerald Lake","F9",89,177,"Castilleja",0,0,2,6,2,0,0,0,6,5,0,8,0,0,0,1,NA,0,NA,4,1,0,1,0,NA,2,2,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,NA,0,1,0,0
2024,"7/26/2024","Emerald Lake","F9C",89,178,"Control",0,0,0,1,2,0,0,0,2,7,0,5,0,0,0,0,NA,0,NA,6,1,0,3,0,NA,1,5,0,0,10,0,1,NA,1,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,NA,0,0,0,0
2024,"7/26/2024","Emerald Lake","F10",90,179,"Castilleja",0,3,1,4,1,0,0,0,2,5,0,2,0,0,0,0,NA,0,NA,6,2,0,0,0,NA,0,1,0,3,6,0,0,NA,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,NA,0,0,0,0
2024,"7/26/2024","Emerald Lake","F10C",90,180,"Control",0,1,0,4,0,0,0,0,2,4,0,7,0,0,0,1,NA,0,NA,5,1,0,4,0,NA,1,3,0,1,1,0,0,NA,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0
2024,"7/26/2024","Emerald Lake","F11",91,181,"Castilleja",0,1,1,1,0,0,0,0,4,8,0,5,0,0,0,0,NA,0,NA,3,4,0,5,0,NA,1,2,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0
2024,"7/26/2024","Emerald Lake","F11C",91,182,"Control",0,1,0,0,1,0,0,0,2,5,0,2,0,0,0,1,NA,0,NA,6,2,0,7,0,NA,0,3,0,0,1,0,0,NA,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,2,0,0
2024,"7/26/2024","Emerald Lake","F12",92,183,"Castilleja",0,2,2,3,4,0,0,0,6,6,0,1,0,0,0,0,NA,0,NA,6,1,0,5,1,NA,0,7,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,NA,0,0,0,0
2024,"7/26/2024","Emerald Lake","F12C",92,184,"Control",0,1,0,0,2,0,0,0,3,7,0,5,0,0,0,2,NA,0,NA,2,3,0,3,0,NA,0,0,1,0,0,0,0,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,NA,0,1,0,0
2024,"7/26/2024","Emerald Lake","F13",93,185,"Castilleja",0,2,2,2,3,0,0,0,5,5,0,4,0,0,0,0,NA,0,NA,5,2,0,5,1,NA,0,11,0,0,6,0,0,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0
2024,"7/26/2024","Emerald Lake","F13C",93,186,"Control",0,3,0,3,2,0,0,0,6,8,0,2,0,0,0,0,NA,0,NA,5,0,0,1,1,NA,0,1,0,1,11,0,0,NA,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,NA,0,1,0,0
2024,"7/27/2024","Emerald Lake","F14",94,187,"Castilleja",0,0,1,0,0,0,0,0,4,0,0,12,0,0,0,0,NA,0,NA,5,1,0,4,3,NA,0,1,0,0,0,0,0,NA,4,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,1,0,0
2024,"7/27/2024","Emerald Lake","F14C",94,188,"Control",0,0,0,2,2,0,0,0,5,0,0,2,0,0,0,0,NA,0,NA,1,0,0,2,4,NA,0,0,0,2,0,0,0,NA,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2024,"7/27/2024","Emerald Lake","F15",95,189,"Castilleja",0,0,1,0,0,0,0,0,6,11,0,2,0,0,0,1,NA,0,NA,4,1,0,5,4,NA,0,0,0,0,0,0,0,NA,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
2024,"7/27/2024","Emerald Lake","F15C",95,190,"Control",0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,NA,0,NA,2,0,0,2,0,NA,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2024,"7/27/2024","Emerald Lake","F16",96,191,"Castilleja",0,0,1,0,0,0,0,0,2,6,0,2,0,0,0,0,NA,0,NA,2,0,0,6,3,NA,0,0,0,3,0,0,0,NA,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,1,0,0,0,0
2024,"7/27/2024","Emerald Lake","F16C",96,192,"Control",0,0,0,0,2,0,0,0,1,1,0,6,0,0,0,0,NA,0,NA,1,0,0,3,9,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
2024,"7/27/2024","Emerald Lake","F17",97,193,"Castilleja",0,0,4,0,0,0,0,0,1,8,0,0,0,0,0,0,NA,0,NA,4,2,0,4,0,NA,0,5,0,0,0,0,0,NA,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2024,"7/27/2024","Emerald Lake","F17C",97,194,"Control",0,0,0,0,0,0,0,0,4,2,0,7,0,0,0,0,NA,0,NA,3,0,0,2,1,NA,1,7,1,0,0,0,0,NA,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,5,0,0,0,0,0,0
2024,"7/27/2024","Emerald Lake","F18",98,195,"Castilleja",0,0,1,0,1,0,0,0,1,8,0,9,0,0,0,0,NA,0,NA,1,2,0,5,0,NA,2,4,0,0,0,0,0,NA,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0
2024,"7/27/2024","Emerald Lake","F18C",98,196,"Control",0,0,0,0,2,0,0,0,0,6,0,5,0,0,0,0,NA,0,NA,1,2,0,1,1,NA,4,6,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2024,"7/27/2024","Emerald Lake","F19",99,197,"Castilleja",0,0,1,1,0,0,0,0,6,5,0,10,0,0,0,0,NA,0,NA,6,0,0,7,1,NA,1,1,0,0,0,0,0,NA,3,2,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2024,"7/27/2024","Emerald Lake","F19C",99,198,"Control",0,0,0,0,0,0,0,0,1,6,0,9,0,0,0,0,NA,0,NA,5,1,0,5,0,NA,0,1,1,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2024,"7/27/2024","Emerald Lake","F20",100,199,"Castilleja",0,0,1,0,2,0,0,0,1,8,0,9,0,0,0,1,NA,0,NA,4,1,2,5,0,NA,0,3,0,0,7,0,0,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2024,"7/27/2024","Emerald Lake","F20C",100,200,"Control",0,0,0,0,3,0,0,0,0,2,0,9,0,0,0,0,NA,0,NA,2,0,0,5,6,NA,0,4,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
