year,date,site,pair,pair,plot,castilleja,total_cover,plant_cover,bare,no_plant,no_total,species,div,rich,even
2024,6/9/24,Almont,3,,406,Control,1.005,0.565,0.44,0.565,1.005,C. chromosa,1.810949168,9,0.824198485
2024,6/9/24,Almont,4,,407,Castilleja,1.185,0.685,0.5,0.645,1.145,C. chromosa,1.665690244,9,0.7580883
2024,6/9/24,Almont,4,,408,Control,1.035,0.285,0.75,0.285,1.035,C. chromosa,1.981342135,10,0.860485956
2024,6/9/24,Almont,5,,409,Castilleja,1.0225,0.4725,0.55,0.4625,1.0125,C. chromosa,1.644594024,11,0.685848979
2024,6/9/24,Almont,5,,410,Control,1.005,0.705,0.3,0.705,1.005,C. chromosa,1.805736001,11,0.753050403
2024,6/9/24,Almont,6,,411,Castilleja,1.035,0.435,0.6,0.42,1.02,C. chromosa,2.525083177,14,0.956812551
2024,6/9/24,Almont,6,,412,Control,1.05,0.9,0.15,0.9,1.05,C. chromosa,1.966899449,13,0.766837538
2024,6/9/24,Almont,7,,413,Castilleja,1.075,0.375,0.7,0.345,1.045,C. chromosa,2.082465468,9,0.947770879
2024,6/9/24,Almont,7,,414,Control,1,0.5,0.5,0.5,1,C. chromosa,2.067322462,11,0.86214043
2024,6/9/24,Almont,8,,415,Castilleja,1.085,0.635,0.45,0.595,1.045,C. chromosa,1.256607967,9,0.571906932
2024,6/9/24,Almont,8,,416,Control,1.14,0.99,0.15,0.99,1.14,C. chromosa,1.502824869,11,0.626726649
2024,6/9/24,Almont,9,,417,Castilleja,1.07,0.57,0.5,0.56,1.06,C. chromosa,2.140681637,13,0.834590216
2024,6/9/24,Almont,9,,418,Control,1.005,0.495,0.51,0.495,1.005,C. chromosa,1.523202644,12,0.612981838
2024,6/9/24,Almont,10,,419,Castilleja,1.08,0.58,0.5,0.57,1.07,C. chromosa,1.774255901,12,0.7140131
2024,6/9/24,Almont,10,,420,Control,1.025,0.525,0.5,0.525,1.025,C. chromosa,1.852127322,11,0.772397086
2024,6/9/24,Almont,11,,421,Castilleja,0.98,0.48,0.5,0.46,0.96,C. chromosa,1.791248848,11,0.747008791
2024,6/9/24,Almont,11,,422,Control,1.025,0.575,0.45,0.575,1.025,C. chromosa,2.054188072,12,0.826666093
2024,6/9/24,Almont,12,,423,Castilleja,1.09,0.69,0.4,0.675,1.075,C. chromosa,1.487556123,11,0.620359087
2024,6/9/24,Almont,12,,424,Control,1,0.37,0.63,0.37,1,C. chromosa,2.297321287,14,0.870508292
2024,6/9/24,Almont,13,,425,Castilleja,1.005,0.515,0.49,0.495,0.985,C. chromosa,2.05277864,11,0.856075185
2024,6/9/24,Almont,13,,426,Control,1,0.49,0.51,0.49,1,C. chromosa,2.010321972,10,0.873071739
2024,6/9/24,Almont,14,,427,Castilleja,1.205,0.505,0.7,0.49,1.19,C. chromosa,1.774781281,11,0.740141282
2024,6/9/24,Almont,14,,428,Control,1.12,0.37,0.75,0.37,1.12,C. chromosa,1.572632643,9,0.71573596
2024,6/9/24,Almont,15,,429,Castilleja,1,0.57,0.43,0.55,0.98,C. chromosa,1.866259614,14,0.707169031
2024,6/9/24,Almont,15,,430,Control,1.06,0.41,0.65,0.41,1.06,C. chromosa,2.048705879,14,0.77630215
2024,6/24/24,Almont,16,,431,Castilleja,1.005,0.685,0.32,0.665,0.985,C. chromosa,1.455521998,11,0.606999819
2024,6/24/24,Almont,16,,432,Control,1,0.65,0.35,0.65,1,C. chromosa,1.534905833,11,0.64010545
2024,6/24/24,Almont,17,,433,Castilleja,1,0.38,0.62,0.355,0.975,C. chromosa,2.275758416,13,0.887252767
2024,6/24/24,Almont,17,,434,Control,1.005,0.725,0.28,0.725,1.005,C. chromosa,1.630297888,13,0.635606268
2024,6/24/24,Almont,18,,435,Castilleja,1.09,0.36,0.73,0.35,1.08,C. chromosa,2.150778752,14,0.814979928
2024,6/24/24,Almont,18,,436,Control,1.005,0.485,0.52,0.485,1.005,C. chromosa,1.796164099,9,0.81746951
2024,6/24/24,Almont,19,,437,Castilleja,1.085,0.485,0.6,0.475,1.075,C. chromosa,1.757849875,13,0.68533512
2024,6/24/24,Almont,19,,438,Control,1,0.46,0.54,0.46,1,C. chromosa,1.162110139,8,0.558856845
2024,6/24/24,Almont,20,,439,Castilleja,1,0.31,0.69,0.28,0.97,C. chromosa,2.065442606,11,0.861356469
2024,6/24/24,Almont,20,,440,Control,1.015,0.615,0.4,0.615,1.015,C. chromosa,1.864136884,10,0.809584362
