"year","plot","pair","block","removal","litter","functional_group","code","count","percent_cover"
2,30,15,1,"Removal","Castilleja","legume","LUAR",6,0.15
2,31,16,2,"Control","Control","forb","CHAN",1,0.005
2,31,16,2,"Control","Control","forb","ERCO",1,0.001
2,31,16,2,"Control","Control","forb","GABI",2,0.01
2,31,16,2,"Control","Control","forb","HEQU",7,0.02
2,31,16,2,"Control","Control","forb","POGR",1,0.015
2,31,16,2,"Control","Control","forb","SECR",8,0.1
2,31,16,2,"Control","Control","grass","CACA",5,0.02
2,31,16,2,"Control","Control","grass","ELGL",3,0.02
2,31,16,2,"Control","Control","grass","FEEA",3,0.01
2,31,16,2,"Control","Control","grass","MESP",5,0.02
2,31,16,2,"Control","Control","legume","LUAR",8,0.25
2,32,16,2,"Removal","Control","forb","AGGL",1,0.01
2,32,16,2,"Removal","Control","forb","ANSE",2,0.005
2,32,16,2,"Removal","Control","forb","CHAN",7,0.15
2,32,16,2,"Removal","Control","forb","DEBA",1,0.01
2,32,16,2,"Removal","Control","forb","HEQU",2,0.05
2,32,16,2,"Removal","Control","forb","POGR",2,0.04
2,32,16,2,"Removal","Control","grass","CACA",3,0.1
2,32,16,2,"Removal","Control","grass","ELGL",5,0.03
2,32,16,2,"Removal","Control","grass","MESP",8,0.05
2,32,16,2,"Removal","Control","legume","LUAR",7,0.2
2,33,17,4,"Removal","Community","forb","ANSE",4,0.01
2,33,17,4,"Removal","Community","forb","BAVU",7,0.01
2,33,17,4,"Removal","Community","forb","CHAN",4,0.04
2,33,17,4,"Removal","Community","forb","ERCO",3,0.03
2,33,17,4,"Removal","Community","forb","EREL",6,0.02
2,33,17,4,"Removal","Community","forb","FRVI",3,0.02
2,33,17,4,"Removal","Community","forb","HEMA",1,0.04
2,33,17,4,"Removal","Community","forb","HYHO",4,0.04
2,33,17,4,"Removal","Community","forb","SECR",6,0.1
2,33,17,4,"Removal","Community","grass","BRPU",2,0.005
2,33,17,4,"Removal","Community","grass","ELGL",7,0.05
2,33,17,4,"Removal","Community","grass","POPR",11,0.1
2,33,17,4,"Removal","Community","legume","LUAR",5,0.07
2,34,17,4,"Control","Community","forb","BAVU",15,0.03
2,34,17,4,"Control","Community","forb","CHAN",4,0.1
2,34,17,4,"Control","Community","forb","GERI",1,0.02
2,34,17,4,"Control","Community","forb","HYHO",1,0.02
2,34,17,4,"Control","Community","forb","MECI",3,0.03
2,34,17,4,"Control","Community","forb","RUSA",2,0.05
2,34,17,4,"Control","Community","forb","VECA",9,0.3
2,34,17,4,"Control","Community","grass","ELGL",8,0.06
2,34,17,4,"Control","Community","grass","POPR",3,0.2
2,34,17,4,"Control","Community","legume","LUAR",1,0.05
2,35,18,5,"Control","Community","forb","CHAN",9,0.4
2,35,18,5,"Control","Community","forb","DEBA",1,0.02
2,35,18,5,"Control","Community","forb","ERCO",2,0.01
2,35,18,5,"Control","Community","forb","GERI",1,0.04
2,35,18,5,"Control","Community","forb","HEMA",2,0.35
2,35,18,5,"Control","Community","forb","HYHO",2,0.02
2,35,18,5,"Control","Community","forb","MECI",3,0.03
2,35,18,5,"Control","Community","forb","MOUN",5,0.015
2,35,18,5,"Control","Community","forb","SECR",2,0.01
2,35,18,5,"Control","Community","forb","VAOC",4,0.01
2,35,18,5,"Control","Community","grass","ELGL",5,0.03
2,35,18,5,"Control","Community","legume","LUAR",1,0.01
2,36,18,5,"Removal","Community","forb","CHAN",20,0.6
2,36,18,5,"Removal","Community","forb","DEBA",2,0.03
2,36,18,5,"Removal","Community","forb","GERI",3,0.04
2,36,18,5,"Removal","Community","forb","HEMA",1,0.2
2,36,18,5,"Removal","Community","forb","HYHO",1,0.03
2,36,18,5,"Removal","Community","forb","MECI",9,0.12
2,36,18,5,"Removal","Community","forb","SECR",1,0.01
2,36,18,5,"Removal","Community","forb","VINU",5,0.02
2,36,18,5,"Removal","Community","grass","BRPU",2,0.005
2,36,18,5,"Removal","Community","grass","ELGL",7,0.02
2,37,19,5,"Control","Castilleja","forb","BAVU",3,0.01
2,37,19,5,"Control","Castilleja","forb","CHAN",10,0.4
2,37,19,5,"Control","Castilleja","forb","DEBA",1,0.02
2,37,19,5,"Control","Castilleja","forb","ERCO",4,0.02
2,37,19,5,"Control","Castilleja","forb","EREL",3,0.05
2,37,19,5,"Control","Castilleja","forb","HEMA",1,0.03
2,37,19,5,"Control","Castilleja","forb","HYHO",8,0.2
2,37,19,5,"Control","Castilleja","forb","RUSA",1,0.03
2,37,19,5,"Control","Castilleja","forb","SECR",1,0.01
2,37,19,5,"Control","Castilleja","grass","ELGL",2,0.005
2,37,19,5,"Control","Castilleja","grass","POPR",5,0.1
2,38,19,5,"Removal","Castilleja","forb","CHAN",10,0.25
2,38,19,5,"Removal","Castilleja","forb","DEBA",1,0.05
2,38,19,5,"Removal","Castilleja","forb","EREL",3,0.02
2,38,19,5,"Removal","Castilleja","forb","GERI",1,0.01
2,38,19,5,"Removal","Castilleja","forb","HYHO",4,0.08
2,38,19,5,"Removal","Castilleja","forb","MECI",2,0.01
2,38,19,5,"Removal","Castilleja","forb","MOUN",7,0.02
2,38,19,5,"Removal","Castilleja","forb","SECR",5,0.05
2,38,19,5,"Removal","Castilleja","forb","VINU",1,0.01
2,38,19,5,"Removal","Castilleja","grass","ELGL",6,0.01
2,38,19,5,"Removal","Castilleja","grass","MESP",2,0.01
2,38,19,5,"Removal","Castilleja","grass","POPR",3,0.1
2,38,19,5,"Removal","Castilleja","legume","LUAR",4,0.1
2,39,20,4,"Control","Mixed","forb","CHAN",1,0.015
2,39,20,4,"Control","Mixed","forb","EPCI",6,0.01
2,39,20,4,"Control","Mixed","forb","GABI",1,0.001
2,39,20,4,"Control","Mixed","forb","GERI",3,0.06
2,39,20,4,"Control","Mixed","forb","HEMA",1,0.1
2,39,20,4,"Control","Mixed","forb","HYCA",1,0.005
2,39,20,4,"Control","Mixed","forb","POGR",1,0.03
2,39,20,4,"Control","Mixed","forb","SECR",4,0.02
2,39,20,4,"Control","Mixed","forb","TAOF",2,0.01
2,39,20,4,"Control","Mixed","grass","BRPU",2,0.02
2,39,20,4,"Control","Mixed","grass","ELGL",8,0.02
2,39,20,4,"Control","Mixed","grass","POPR",4,0.15
2,39,20,4,"Control","Mixed","legume","LUAR",5,0.12
2,39,20,4,"Control","Mixed","legume","TRHY",1,0.01
2,40,20,4,"Removal","Mixed","forb","ERCO",1,0.005
2,40,20,4,"Removal","Mixed","forb","GERI",5,0.03
2,40,20,4,"Removal","Mixed","forb","HEMA",1,0.3
2,40,20,4,"Removal","Mixed","forb","HYHO",4,0.04
2,40,20,4,"Removal","Mixed","forb","MECI",3,0.05
2,40,20,4,"Removal","Mixed","forb","POGR",2,0.04
2,40,20,4,"Removal","Mixed","forb","SECR",6,0.02
2,40,20,4,"Removal","Mixed","forb","VINU",3,0.005
2,40,20,4,"Removal","Mixed","grass","ELGL",6,0.03
2,40,20,4,"Removal","Mixed","legume","LUAR",6,0.12
3,1,1,1,"Removal","Mixed","forb","ANSE",2,0.005
3,1,1,1,"Removal","Mixed","forb","CHAN",3,0.03
3,1,1,1,"Removal","Mixed","forb","DRSP",2,0.001
3,1,1,1,"Removal","Mixed","forb","FRVI",3,0.04
3,1,1,1,"Removal","Mixed","forb","GERI",2,0.02
3,1,1,1,"Removal","Mixed","forb","HEQU",7,0.45
3,1,1,1,"Removal","Mixed","forb","HYHO",2,0.03
3,1,1,1,"Removal","Mixed","forb","LIPO",2,0.03
3,1,1,1,"Removal","Mixed","forb","MECI",2,0.01
3,1,1,1,"Removal","Mixed","forb","POGR",4,0.07
3,1,1,1,"Removal","Mixed","forb","SECR",3,0.04
3,1,1,1,"Removal","Mixed","grass","BRPU",2,0.01
3,1,1,1,"Removal","Mixed","grass","ELGL",4,0.12
3,1,1,1,"Removal","Mixed","grass","MESP",6,0.1
3,1,1,1,"Removal","Mixed","legume","LUAR",10,0.03
3,2,1,1,"Control","Mixed","forb","AGGL",2,0.01
3,2,1,1,"Control","Mixed","forb","ANSE",1,0.005
3,2,1,1,"Control","Mixed","forb","AQCO",2,0.04
3,2,1,1,"Control","Mixed","forb","EREL",1,0.005
3,2,1,1,"Control","Mixed","forb","FRVI",4,0.02
3,2,1,1,"Control","Mixed","forb","GERI",1,0.01
3,2,1,1,"Control","Mixed","forb","HEQU",9,0.25
3,2,1,1,"Control","Mixed","forb","HYHO",5,0.15
3,2,1,1,"Control","Mixed","forb","LIPO",2,0.08
3,2,1,1,"Control","Mixed","forb","POGR",3,0.05
3,2,1,1,"Control","Mixed","grass","BRPU",7,0.01
3,2,1,1,"Control","Mixed","grass","ELGL",8,0.02
3,2,1,1,"Control","Mixed","grass","MESP",6,0.03
3,2,1,1,"Control","Mixed","grass","POST",1,0.01
3,2,1,1,"Control","Mixed","sedge","CAHO",5,0.03
3,2,1,1,"Control","Mixed","shrub","RIMO",2,0.25
3,3,2,2,"Control","Castilleja","forb","ANSE",3,0.01
3,3,2,2,"Control","Castilleja","forb","AQCO",1,0.04
3,3,2,2,"Control","Castilleja","forb","BAVU",1,0.001
3,3,2,2,"Control","Castilleja","forb","CHAN",3,0.03
3,3,2,2,"Control","Castilleja","forb","DESO",2,0.01
3,3,2,2,"Control","Castilleja","forb","FRVI",1,0.01
3,3,2,2,"Control","Castilleja","forb","GERI",2,0.04
3,3,2,2,"Control","Castilleja","forb","HEMA",2,0.08
3,3,2,2,"Control","Castilleja","forb","HEQU",4,0.08
3,3,2,2,"Control","Castilleja","forb","HYHO",4,0.04
3,3,2,2,"Control","Castilleja","forb","LIPO",2,0.2
3,3,2,2,"Control","Castilleja","forb","POGR",1,0.02
3,3,2,2,"Control","Castilleja","forb","SECR",1,0.005
3,3,2,2,"Control","Castilleja","forb","VAOC",3,0.015
3,3,2,2,"Control","Castilleja","grass","BRPU",4,0.01
3,3,2,2,"Control","Castilleja","grass","ELGL",9,0.02
3,3,2,2,"Control","Castilleja","grass","MESP",5,0.03
3,3,2,2,"Control","Castilleja","legume","LUAR",3,0.05
3,3,2,2,"Control","Castilleja","sedge","CAHO",3,0.01
3,4,2,2,"Removal","Castilleja","forb","ANSE",1,0.01
3,4,2,2,"Removal","Castilleja","forb","CHAN",6,0.04
3,4,2,2,"Removal","Castilleja","forb","FRVI",2,0.02
3,4,2,2,"Removal","Castilleja","forb","GERI",1,0.01
3,4,2,2,"Removal","Castilleja","forb","HEMA",1,0.15
3,4,2,2,"Removal","Castilleja","forb","HYHO",5,0.15
3,4,2,2,"Removal","Castilleja","forb","LIPO",1,0.01
3,4,2,2,"Removal","Castilleja","forb","MECI",2,0.02
3,4,2,2,"Removal","Castilleja","forb","POGR",3,0.08
3,4,2,2,"Removal","Castilleja","forb","SECR",3,0.01
3,4,2,2,"Removal","Castilleja","forb","VAOC",5,0.1
3,4,2,2,"Removal","Castilleja","grass","BRPU",6,0.03
3,4,2,2,"Removal","Castilleja","grass","ELGL",10,0.1
3,4,2,2,"Removal","Castilleja","grass","MESP",2,0.06
3,5,3,2,"Removal","Community","forb","CHAN",9,0.09
3,5,3,2,"Removal","Community","forb","DEBA",2,0.06
3,5,3,2,"Removal","Community","forb","DRSP",1,0.001
3,5,3,2,"Removal","Community","forb","EREL",2,0.02
3,5,3,2,"Removal","Community","forb","ERGR",2,0.002
3,5,3,2,"Removal","Community","forb","FRVI",5,0.03
3,5,3,2,"Removal","Community","forb","GERI",2,0.02
3,5,3,2,"Removal","Community","forb","HEQU",4,0.04
3,5,3,2,"Removal","Community","forb","HYHO",12,0.3
3,5,3,2,"Removal","Community","forb","LIPO",3,0.25
3,5,3,2,"Removal","Community","forb","MECI",3,0.02
3,5,3,2,"Removal","Community","forb","SECR",2,0.03
3,5,3,2,"Removal","Community","forb","VAOC",1,0.01
3,5,3,2,"Removal","Community","grass","BRPU",6,0.01
3,5,3,2,"Removal","Community","grass","ELGL",7,0.03
3,5,3,2,"Removal","Community","grass","MESP",4,0.1
3,5,3,2,"Removal","Community","legume","LUAR",3,0.2
3,5,3,2,"Removal","Community","sedge","CAHO",2,0.03
3,5,3,2,"Removal","Community","shrub","RIMO",1,0.1
3,6,3,2,"Control","Community","forb","AGGL",1,0.01
3,6,3,2,"Control","Community","forb","ANSE",2,0.001
3,6,3,2,"Control","Community","forb","AQCO",12,0.02
3,6,3,2,"Control","Community","forb","CHAN",1,0.01
3,6,3,2,"Control","Community","forb","DRSP",3,0.005
3,6,3,2,"Control","Community","forb","EREL",3,0.03
3,6,3,2,"Control","Community","forb","ERGR",1,0.005
3,6,3,2,"Control","Community","forb","ERSP",1,0.01
3,6,3,2,"Control","Community","forb","FRVI",5,0.04
3,6,3,2,"Control","Community","forb","GERI",1,0.03
3,6,3,2,"Control","Community","forb","HEMA",2,0.07
3,6,3,2,"Control","Community","forb","HEQU",5,0.12
3,6,3,2,"Control","Community","forb","HYHO",5,0.15
3,6,3,2,"Control","Community","forb","LIPO",4,0.15
3,6,3,2,"Control","Community","forb","MECI",1,0.01
3,6,3,2,"Control","Community","forb","POGR",1,0.01
3,6,3,2,"Control","Community","forb","SECR",5,0.07
3,6,3,2,"Control","Community","forb","VAOC",8,0.05
3,6,3,2,"Control","Community","grass","BRPU",15,0.02
3,6,3,2,"Control","Community","grass","ELGL",7,0.05
3,6,3,2,"Control","Community","grass","MESP",3,0.02
3,6,3,2,"Control","Community","grass","POST",1,0.07
3,6,3,2,"Control","Community","legume","LUAR",1,0.02
3,6,3,2,"Control","Community","sedge","CAHO",2,0.01
3,6,3,2,"Control","Community","shrub","RIMO",2,0.3
3,7,4,2,"Removal","Mixed","forb","DESO",1,0.001
3,7,4,2,"Removal","Mixed","forb","EREL",1,0.03
3,7,4,2,"Removal","Mixed","forb","ERSP",2,0.04
3,7,4,2,"Removal","Mixed","forb","GERI",1,0.01
3,7,4,2,"Removal","Mixed","forb","HEQU",7,0.25
3,7,4,2,"Removal","Mixed","forb","HYHO",5,0.1
3,7,4,2,"Removal","Mixed","forb","LIPO",3,0.35
3,7,4,2,"Removal","Mixed","forb","MECI",4,0.03
3,7,4,2,"Removal","Mixed","forb","POGR",4,0.05
3,7,4,2,"Removal","Mixed","forb","SECR",4,0.05
3,7,4,2,"Removal","Mixed","forb","VAOC",5,0.03
3,7,4,2,"Removal","Mixed","grass","BRPU",3,0.005
3,7,4,2,"Removal","Mixed","grass","ELGL",5,0.01
3,7,4,2,"Removal","Mixed","grass","MESP",6,0.1
3,8,4,2,"Control","Mixed","forb","ANSE",1,0.005
3,8,4,2,"Control","Mixed","forb","AQCO",1,0.01
3,8,4,2,"Control","Mixed","forb","CHAN",1,0.01
3,8,4,2,"Control","Mixed","forb","EREL",2,0.02
3,8,4,2,"Control","Mixed","forb","ERSP",1,0.01
3,8,4,2,"Control","Mixed","forb","FRVI",5,0.1
3,8,4,2,"Control","Mixed","forb","GERI",1,0.01
3,8,4,2,"Control","Mixed","forb","HEMA",1,0.08
3,8,4,2,"Control","Mixed","forb","HEQU",5,0.15
3,8,4,2,"Control","Mixed","forb","HYHO",2,0.04
3,8,4,2,"Control","Mixed","forb","LIPO",2,0.2
3,8,4,2,"Control","Mixed","forb","MECI",1,0.02
3,8,4,2,"Control","Mixed","forb","POGR",2,0.05
3,8,4,2,"Control","Mixed","forb","SECR",2,0.03
3,8,4,2,"Control","Mixed","forb","TAOF",1,0.01
3,8,4,2,"Control","Mixed","forb","THFE",2,0.15
3,8,4,2,"Control","Mixed","forb","VAOC",1,0.01
3,8,4,2,"Control","Mixed","grass","BRPU",5,0.01
3,8,4,2,"Control","Mixed","grass","ELGL",12,0.05
3,8,4,2,"Control","Mixed","grass","MESP",2,0.04
3,8,4,2,"Control","Mixed","legume","LUAR",1,0.01
3,8,4,2,"Control","Mixed","shrub","RIMO",2,0.4
3,9,5,3,"Control","Mixed","forb","ANSE",3,0.01
3,9,5,3,"Control","Mixed","forb","BAVU",3,0.008
3,9,5,3,"Control","Mixed","forb","CHAN",8,0.15
3,9,5,3,"Control","Mixed","forb","DEBA",2,0.01
3,9,5,3,"Control","Mixed","forb","EREL",4,0.15
3,9,5,3,"Control","Mixed","forb","HEMA",2,0.25
3,9,5,3,"Control","Mixed","forb","HYHO",1,0.05
3,9,5,3,"Control","Mixed","forb","LIPO",3,0.06
3,9,5,3,"Control","Mixed","forb","MECI",6,0.05
3,9,5,3,"Control","Mixed","forb","POGR",1,0.005
3,9,5,3,"Control","Mixed","forb","RUSA",3,0.05
3,9,5,3,"Control","Mixed","forb","SECR",2,0.02
3,9,5,3,"Control","Mixed","forb","VAOC",12,0.03
3,9,5,3,"Control","Mixed","grass","ELGL",8,0.1
3,9,5,3,"Control","Mixed","grass","MESP",3,0.05
3,9,5,3,"Control","Mixed","legume","LUAR",2,0.08
3,9,5,3,"Control","Mixed","sedge","CAHO",3,0.01
3,10,5,3,"Removal","Mixed","forb","BAVU",3,0.001
3,10,5,3,"Removal","Mixed","forb","CHAN",5,0.06
3,10,5,3,"Removal","Mixed","forb","DEBA",3,0.07
3,10,5,3,"Removal","Mixed","forb","DESO",5,0.005
3,10,5,3,"Removal","Mixed","forb","ERCO",2,0.04
3,10,5,3,"Removal","Mixed","forb","HEMA",1,0.03
3,10,5,3,"Removal","Mixed","forb","RUSA",3,0.05
3,10,5,3,"Removal","Mixed","forb","SECR",2,0.02
3,10,5,3,"Removal","Mixed","grass","ELGL",15,0.12
3,10,5,3,"Removal","Mixed","grass","MESP",5,0.1
3,10,5,3,"Removal","Mixed","legume","LUAR",1,0.02
3,11,6,3,"Removal","Community","forb","AQCO",3,0.06
3,11,6,3,"Removal","Community","forb","DESO",1,0.001
3,11,6,3,"Removal","Community","forb","FRVI",3,0.01
3,11,6,3,"Removal","Community","forb","HEMA",1,0.02
3,11,6,3,"Removal","Community","forb","HEQU",3,0.1
3,11,6,3,"Removal","Community","forb","LIPO",1,0.06
3,11,6,3,"Removal","Community","forb","MECI",1,0.005
3,11,6,3,"Removal","Community","forb","SECR",2,0.02
3,11,6,3,"Removal","Community","forb","VAOC",8,0.15
3,11,6,3,"Removal","Community","grass","BRPU",1,0.02
3,11,6,3,"Removal","Community","grass","CACA",4,0.02
3,11,6,3,"Removal","Community","grass","ELGL",8,0.1
3,11,6,3,"Removal","Community","grass","MESP",5,0.06
3,11,6,3,"Removal","Community","shrub","RIMO",2,0.3
3,12,6,3,"Control","Community","forb","AQCO",1,0.03
3,12,6,3,"Control","Community","forb","CHAN",4,0.04
3,12,6,3,"Control","Community","forb","ERCO",1,0.005
3,12,6,3,"Control","Community","forb","FRVI",2,0.04
3,12,6,3,"Control","Community","forb","GERI",1,0.01
3,12,6,3,"Control","Community","forb","HEMA",1,0.03
3,12,6,3,"Control","Community","forb","HEQU",5,0.2
3,12,6,3,"Control","Community","forb","HYCA",1,0.01
3,12,6,3,"Control","Community","forb","HYHO",4,0.1
3,12,6,3,"Control","Community","forb","LIPO",1,0.04
3,12,6,3,"Control","Community","forb","MECI",3,0.01
3,12,6,3,"Control","Community","forb","POGR",1,0.01
3,12,6,3,"Control","Community","forb","SECR",6,0.1
3,12,6,3,"Control","Community","forb","TAOF",1,0.02
3,12,6,3,"Control","Community","forb","VAOC",5,0.02
3,12,6,3,"Control","Community","grass","BRPU",1,0.001
3,12,6,3,"Control","Community","grass","ELGL",11,0.02
3,12,6,3,"Control","Community","grass","MESP",8,0.06
3,12,6,3,"Control","Community","grass","TRSP",1,0.06
3,12,6,3,"Control","Community","legume","LUAR",2,0.06
3,12,6,3,"Control","Community","shrub","RIMO",1,0.25
3,13,7,4,"Control","Castilleja","forb","AGGL",1,0.01
3,13,7,4,"Control","Castilleja","forb","BAVU",3,0.005
3,13,7,4,"Control","Castilleja","forb","EREL",1,0.01
3,13,7,4,"Control","Castilleja","forb","HEMA",3,0.05
3,13,7,4,"Control","Castilleja","forb","HEQU",3,0.1
3,13,7,4,"Control","Castilleja","forb","HYHO",6,0.07
3,13,7,4,"Control","Castilleja","forb","POGR",3,0.05
3,13,7,4,"Control","Castilleja","forb","SECR",5,0.05
3,13,7,4,"Control","Castilleja","grass","BRPU",1,0.005
3,13,7,4,"Control","Castilleja","grass","ELGL",4,0.02
3,13,7,4,"Control","Castilleja","grass","MESP",4,0.07
3,13,7,4,"Control","Castilleja","legume","LUAR",5,0.1
3,14,7,4,"Removal","Castilleja","forb","CHAN",6,0.04
3,14,7,4,"Removal","Castilleja","forb","DRSP",1,0.01
3,14,7,4,"Removal","Castilleja","forb","EREL",1,0.005
3,14,7,4,"Removal","Castilleja","forb","FRVI",3,0.02
3,14,7,4,"Removal","Castilleja","forb","GERI",1,0.005
3,14,7,4,"Removal","Castilleja","forb","HEQU",5,0.25
3,14,7,4,"Removal","Castilleja","forb","LIPO",1,0.03
3,14,7,4,"Removal","Castilleja","forb","POGR",1,0.02
3,14,7,4,"Removal","Castilleja","forb","SECR",1,0.02
3,14,7,4,"Removal","Castilleja","forb","VAOC",1,0.01
3,14,7,4,"Removal","Castilleja","grass","BRPU",1,0.005
3,14,7,4,"Removal","Castilleja","grass","ELGL",9,0.03
3,14,7,4,"Removal","Castilleja","grass","MESP",4,0.08
3,15,8,4,"Control","Control","forb","AGGL",5,0.02
3,15,8,4,"Control","Control","forb","ANSE",1,0.005
3,15,8,4,"Control","Control","forb","CHAN",7,0.05
3,15,8,4,"Control","Control","forb","DRSP",1,0.001
3,15,8,4,"Control","Control","forb","EREL",1,0.01
3,15,8,4,"Control","Control","forb","FRVI",2,0.01
3,15,8,4,"Control","Control","forb","HEQU",5,0.1
3,15,8,4,"Control","Control","forb","HYHO",1,0.02
3,15,8,4,"Control","Control","forb","LIPO",1,0.03
3,15,8,4,"Control","Control","forb","POGR",3,0.05
3,15,8,4,"Control","Control","forb","SECR",9,0.1
3,15,8,4,"Control","Control","grass","ELGL",8,0.04
3,15,8,4,"Control","Control","grass","MESP",2,0.02
3,15,8,4,"Control","Control","grass","PHAL",1,0.01
3,15,8,4,"Control","Control","legume","LUAR",6,0.25
3,16,8,4,"Removal","Control","forb","AGGL",2,0.005
3,16,8,4,"Removal","Control","forb","CHAN",10,0.15
3,16,8,4,"Removal","Control","forb","EREL",2,0.02
3,16,8,4,"Removal","Control","forb","ERGR",2,0.001
3,16,8,4,"Removal","Control","forb","GERI",1,0.01
3,16,8,4,"Removal","Control","forb","HEQU",3,0.2
3,16,8,4,"Removal","Control","forb","HYHO",1,0.01
3,16,8,4,"Removal","Control","forb","POGR",1,0.04
3,16,8,4,"Removal","Control","forb","SECR",6,0.09
3,16,8,4,"Removal","Control","forb","VAOC",1,0.005
3,16,8,4,"Removal","Control","grass","ELGL",8,0.2
3,16,8,4,"Removal","Control","grass","MESP",3,0.04
3,17,9,5,"Control","Mixed","forb","ANSE",1,0.001
3,17,9,5,"Control","Mixed","forb","BAVU",6,0.01
3,17,9,5,"Control","Mixed","forb","CHAN",10,0.15
3,17,9,5,"Control","Mixed","forb","DEBA",1,0.06
3,17,9,5,"Control","Mixed","forb","EREL",1,0.015
3,17,9,5,"Control","Mixed","forb","FRVI",7,0.02
3,17,9,5,"Control","Mixed","forb","GERI",1,0.005
3,17,9,5,"Control","Mixed","forb","HEQU",1,0.02
3,17,9,5,"Control","Mixed","forb","HYCA",1,0.01
3,17,9,5,"Control","Mixed","forb","HYHO",7,0.15
3,17,9,5,"Control","Mixed","forb","LIPO",3,0.15
3,17,9,5,"Control","Mixed","forb","SECR",1,0.01
3,17,9,5,"Control","Mixed","forb","VINU",5,0.01
3,17,9,5,"Control","Mixed","grass","ELGL",8,0.04
3,17,9,5,"Control","Mixed","grass","MESP",6,0.02
3,17,9,5,"Control","Mixed","legume","LUAR",4,0.1
3,18,9,5,"Removal","Mixed","forb","CHAN",15,0.25
3,18,9,5,"Removal","Mixed","forb","EREL",1,0.005
3,18,9,5,"Removal","Mixed","forb","FRVI",3,0.05
3,18,9,5,"Removal","Mixed","forb","GERI",1,0.01
3,18,9,5,"Removal","Mixed","forb","HEMA",1,0.05
3,18,9,5,"Removal","Mixed","forb","HEQU",1,0.03
3,18,9,5,"Removal","Mixed","forb","HYCA",1,0.001
3,18,9,5,"Removal","Mixed","forb","HYHO",4,0
3,18,9,5,"Removal","Mixed","forb","LIPO",2,0.1
3,18,9,5,"Removal","Mixed","forb","SECR",2,0.01
3,18,9,5,"Removal","Mixed","forb","VAOC",9,0.02
3,18,9,5,"Removal","Mixed","grass","ELGL",3,0.01
3,18,9,5,"Removal","Mixed","grass","MESP",7,0.05
3,18,9,5,"Removal","Mixed","legume","LUAR",2,0.02
3,19,10,5,"Control","Control","forb","ANSE",1,0.001
3,19,10,5,"Control","Control","forb","BAVU",3,0.005
3,19,10,5,"Control","Control","forb","CHAN",4,0.05
3,19,10,5,"Control","Control","forb","DEBA",4,0.25
3,19,10,5,"Control","Control","forb","FRVI",1,0.005
3,19,10,5,"Control","Control","forb","HYHO",7,0.1
3,19,10,5,"Control","Control","forb","POGR",1,0.04
3,19,10,5,"Control","Control","forb","RHIN",1,0.03
3,19,10,5,"Control","Control","forb","SECR",7,0.05
3,19,10,5,"Control","Control","forb","VINU",4,0.01
3,19,10,5,"Control","Control","grass","BRPU",2,0.002
3,19,10,5,"Control","Control","grass","ELGL",3,0.01
3,19,10,5,"Control","Control","grass","MESP",5,0.03
3,19,10,5,"Control","Control","grass","POST",1,0.01
3,19,10,5,"Control","Control","legume","LUAR",4,0.15
3,20,10,5,"Removal","Control","forb","CHAN",2,0.02
3,20,10,5,"Removal","Control","forb","ERCO",1,0.005
3,20,10,5,"Removal","Control","forb","FRVI",7,0.15
3,20,10,5,"Removal","Control","forb","GERI",3,0.07
3,20,10,5,"Removal","Control","forb","HEMA",1,0.04
3,20,10,5,"Removal","Control","forb","HYHO",5,0.04
3,20,10,5,"Removal","Control","forb","LIPO",1,0.05
3,20,10,5,"Removal","Control","forb","POGR",5,0.07
3,20,10,5,"Removal","Control","forb","RHIN",3,0.03
3,20,10,5,"Removal","Control","forb","SECR",4,0.07
3,20,10,5,"Removal","Control","grass","BRPU",5,0.04
3,20,10,5,"Removal","Control","grass","MESP",6,0.03
3,20,10,5,"Removal","Control","legume","LUAR",3,0.08
3,21,11,3,"Control","Castilleja","forb","CHAN",8,0.1
3,21,11,3,"Control","Castilleja","forb","DEBA",1,0.04
3,21,11,3,"Control","Castilleja","forb","EREL",2,0.03
3,21,11,3,"Control","Castilleja","forb","GERI",1,0.001
3,21,11,3,"Control","Castilleja","forb","HEMA",1,0.01
3,21,11,3,"Control","Castilleja","forb","HEQU",1,0.03
3,21,11,3,"Control","Castilleja","forb","HYHO",3,0.06
3,21,11,3,"Control","Castilleja","forb","LIPO",1,0.2
3,21,11,3,"Control","Castilleja","forb","MECI",4,0.05
3,21,11,3,"Control","Castilleja","forb","POGR",1,0.03
3,21,11,3,"Control","Castilleja","forb","SECR",1,0.01
3,21,11,3,"Control","Castilleja","forb","VAOC",9,0.15
3,21,11,3,"Control","Castilleja","grass","BRPU",3,0.01
3,21,11,3,"Control","Castilleja","grass","ELGL",10,0.1
3,21,11,3,"Control","Castilleja","grass","MESP",3,0.02
3,21,11,3,"Control","Castilleja","shrub","RIMO",1,0.25
3,22,11,3,"Removal","Castilleja","forb","AQCO",1,0.01
3,22,11,3,"Removal","Castilleja","forb","CHAN",2,0.01
3,22,11,3,"Removal","Castilleja","forb","EREL",1,0.005
3,22,11,3,"Removal","Castilleja","forb","FRVI",4,0.07
3,22,11,3,"Removal","Castilleja","forb","GERI",1,0.005
3,22,11,3,"Removal","Castilleja","forb","HEMA",2,0.3
3,22,11,3,"Removal","Castilleja","forb","HEQU",11,0.25
3,22,11,3,"Removal","Castilleja","forb","HYHO",4,0.06
3,22,11,3,"Removal","Castilleja","forb","LIPO",2,0.09
